poiid,title,address,lon,lat,city,category_sec,DaLei,Power
B2094656D06CA2FD4398,君苑小区,中山西路777路,114.41428,38.04875,0311,住宅区,居住用地,70
B2094750DB6DA5FC419F,河北传媒学院,石获北路8号,114.372451,38.076305,0311,校园生活,公共管理与公共服务设施用地,50
B2094757D56FA2FA459D,小橡树幼儿园,中国河北省石家庄市区长兴街,114.40847059,38.05853244,0311,幼儿园,公共管理与公共服务设施用地,40
B2094757D56FA2F4479B,水域南岸天马新庭院,中国河北省石家庄市区,114.40926975,38.09310764,0311,住宅区,居住用地,70
B2094656D365ABFF459F,鹿泉供电局,镇宁路,114.32625,38.08924,0311,其他,未知,0
B2094656D368A5FA409A,文化大楼,,114.3161,38.08159,0311,楼宇,商业服务业设施用地,30
B2094757D56FA5F8489E,四季凤凰城,植物园西侧800米,114.346149,38.09561,0311,住宅区,居住用地,70
B2094757D56FA3FE4993,灵云禅林,中国河北省石家庄市区,114.40136502,38.08434625,0311,寺庙道观,公共管理与公共服务设施用地,70
B2094757D56FA4FE459D,林溪小镇,植物园北侧,114.3787028,38.11196018,0311,住宅区,居住用地,70
B2094450D168A1F84198,大连康莱德大酒店,河北省 石家庄市 大连中山区人民东路31号,114.37485,38.08854,0311,出行住宿,商业服务业设施用地,4
B2094450D168A1F84393,大连康莱德酒店,河北省 石家庄市 大连中山区人民东路31号,114.37486,38.08853,0311,出行住宿,商业服务业设施用地,4
B2094450D168A1FE4393,傲娇的喵phone 6Plus,河北省 石家庄市 矮子星喵区14号,114.41116,38.04393,0311,一般地点标志,未知,0
B2094450D16DA1F54293,。。,河北省 石家庄市 走着走着就丢了,114.41008,38.09344,0311,一般地点标志,未知,0
B2094450D16CAAF54693,益通驾校,河北省 石家庄市 石获南路车管所对面北行500米,114.40436,38.05826,0311,一般地点标志,未知,0
B2094450D06BA0F9489D,牛逼的小火车,河北省 石家庄市 石获北路,114.4079,38.07041,0311,出行住宿,商业服务业设施用地,4
B2094450D06AA0F94493,平山县,河北省 石家庄市 平山县古榆树,114.40475,38.07346,0311,一般地点标志,未知,0
B2094450D06FA5FC439A,这是一个神奇的地方,河北省 石家庄市 石家庄铁道大学四方学院,114.31612,38.08298,0311,校园生活,公共管理与公共服务设施用地,50
B2094450D06FA5FC4399,这是一个神奇的地方,河北省 石家庄市 石家庄铁道大学四方学院,114.31612,38.08298,0311,校园生活,公共管理与公共服务设施用地,50
B2094450D06EA3FF499E,又不能清除位置了神烦,河北省 石家庄市 蓝海1岛,114.39187,38.09056,0311,生活娱乐,商业服务业设施用地,4
B2094450D06DABFA489C,非人类聚集地,河北省 石家庄市 石家庄新华区,114.41477,38.07207,0311,出行住宿,商业服务业设施用地,4
B2094450D365A4F5459C,莎琳蒂蔓 RC 全国授权经销商 微信gong55,河北省 石家庄市 石家庄市鹿泉市海山大街,114.32945,38.08792,0311,购物服务,商业服务业设施用地,20
B2094450D365A4F5469D,莎琳蒂蔓 RC 全国授权经销商 微信gong55,河北省 石家庄市 石家庄市鹿泉市海山大街,114.32943,38.08812,0311,购物服务,商业服务业设施用地,20
B2094450D365A6FC4592,AmoErlinShoW,河北省 石家庄市 石家庄,114.40782,38.07408,0311,一般地点标志,未知,0
B2094450D26CAAF8479A,AmoErlinShoW,河北省 石家庄市 石家庄,114.40833,38.07422,0311,一般地点标志,未知,0
B2094450D26CAAFF479D,时光街,河北省 石家庄市 石家庄,114.41103,38.04973,0311,公园户外,绿地与广场用地,60
B2094457DA6FA4F5459C,AmoErlinShoW,河北省 石家庄市 石家庄,114.40209,38.07336,0311,一般地点标志,未知,0
B2094457D66FA1F54499,爱宝贝,河北省 石家庄市 石家庄,114.4107,38.04631,0311,一般地点标志,未知,0
B2094457D66EA2FD4698,和平西路,河北省 石家庄市 和平西路,114.4096,38.09078,0311,一般地点标志,未知,0
B2094457D66DABFA4892,盗墓中,河北省 石家庄市 云顶天宫,114.42419,38.0701,0311,公园户外,绿地与广场用地,60
B2094457D66DA4FF4799,DING-视觉婚礼摄影,河北省 石家庄市 石家庄新华区,114.38719,38.08386,0311,生活娱乐,商业服务业设施用地,4
B2094457D66DA4FF479F,DING-视觉婚礼摄影,河北省 石家庄市 石家庄新华区,114.38719,38.08386,0311,生活娱乐,商业服务业设施用地,4
B2094656D364AAFE4698,石家庄江淮瑞风汽车销售有限公司,石获南路269号,114.40175,38.05995,0311,汽车销售,商业服务业设施用地,30
B2094757D765A0FE459C,银山花园酒店,近郊向阳大街90号,114.31558,38.0858,0311,旅馆招待所,商业服务业设施用地,30
B2094757D56FA2FB4093,燕春职业教育(南门),中国河北省石家庄市区石获北路,114.40160048,38.07197727,0311,学校大门,公共管理与公共服务设施用地,30
B2094757D56FABFE419C,石家庄铁路职业技工学校(北门),中国河北省石家庄市区石获北路,114.41075602,38.0699235,0311,学校大门,公共管理与公共服务设施用地,30
B2094750DA6AA6F84492,河北传媒学院西校区,,114.384437,38.075168,0311,校园生活,公共管理与公共服务设施用地,50
B2094750DA6BAAFD449E,西山别墅,,114.318962,38.08712,0311,住宅区,居住用地,70
B2094751DA64A3FD4393,朝阳小区,河北省鹿泉市,114.315865,38.088527,0311,住宅区,居住用地,70
B2094757D56FA3FB4693,孔寨小区,中国河北省石家庄市区,114.39819,38.059097,0311,住宅区,居住用地,70
B2094750D569A6FE4692,水印城,和平西路518号(植物园街与和平路交口),114.411964,38.078906,0311,住宅区,居住用地,70
B2094751D569A5F44692,淋雨也一直走,,114.426421,38.095643,0311,未知分类,未知,0
B2094751D469A2F9469A,石家庄正定国际机场T1航站楼国内出发,石家庄正定县,114.4242059,38.0939253,0311,出行住宿,商业服务业设施用地,4
B2094751D264A6FF409B,三友物流,,114.42241,38.07643,0311,未知分类,未知,0
B2094750D569AAFE449A,安联星朗,其他区鹿泉中山路西联合大学城,114.310935,38.082809,0311,住宅区,居住用地,70
B2094750D569AAFE4499,龙海南苑,鹿泉新华西路与海山大街交口西100米路北,114.3119,38.083795,0311,住宅区,居住用地,70
B2094750D164A5FA419F,驿家365连锁酒店(石家庄和平西路店),石家庄市新华区石获北路12号(大郭新村正对面),114.418466091156,38.0684669561202,0311,三星级宾馆,商业服务业设施用地,40
B2094757DA69A5FD4992,超越健身,桥西区中山西路777号路北(近陆军指挥学院),114.41085827,38.04267078,0311,一般地点标志,未知,0
B2094757DA64A1F9449A,乾荣商业步行街,鹿泉市镇宁路与会馆路之间（源泉渠上）,114.323994,38.086338,0311,楼宇机构,商业服务业设施用地,30
B2094757D56FABFA4792,鹿泉市邮政通讯,中国河北省鹿泉市会馆路,114.32866645,38.08382134,0311,家电电子卖场,商业服务业设施用地,30
B2094757D56FAAFD4492,北京首钢工学院石家庄校区,中国河北省石家庄市区坤桥街,114.42740696,38.08435276,0311,高等院校,公共管理与公共服务设施用地,80
B2094757D56FAAF84393,月满西楼,中国河北省鹿泉市奇石街,114.3171913,38.09384521,0311,中餐厅,商业服务业设施用地,2
B2094757DA6EA6FF469A,永和豆浆(鹿泉店),鹿泉市海山大街(近会馆路),114.329738616945,38.0828246630579,0311,餐饮美食,商业服务业设施用地,2
B2094757D56EAAFB429F,鹿泉市老干部活动中心,中国河北省鹿泉市向阳北大街,114.314,38.0944,0311,生活娱乐,商业服务业设施用地,4
B2094757D56EAAF4489D,馨香苑(东门),中国河北省石家庄市区,114.39839084,38.08931559,0311,住宅区,居住用地,70
B2094757D56FA3F94993,鹿泉市获鹿镇卫生院,中国河北省鹿泉市,114.31693224,38.08600749,0311,医院,公共管理与公共服务设施用地,90
B2094757D56FA2F5409A,心雨网吧,中国河北省鹿泉市奇石街,114.31723199,38.0934318,0311,网吧,商业服务业设施用地,5
B2094757D56FA2F54193,红满楼(于底店),中国河北省石家庄市区永安路,114.40349121,38.08262207,0311,便民商店/便利店,商业服务业设施用地,2
B2094757D56FA1F9469F,诚信药房,中国河北省鹿泉市北斗路,114.32319282,38.0914681,0311,医院,公共管理与公共服务设施用地,90
B2094757D56FA7F84093,鹿泉市试验小学,中国河北省鹿泉市北斗路,114.31233887,38.08883165,0311,小学,公共管理与公共服务设施用地,50
B2094757D56FA6FD4598,石家庄市第十四中学,中国河北省石家庄市区,114.40067139,38.08440918,0311,中学,公共管理与公共服务设施用地,60
B2094757D56FA5FF4199,新日电动车(镇宁路),中国河北省鹿泉市镇宁路,114.32477973,38.08825033,0311,自行车专卖店,商业服务业设施用地,5
B2094757D56FA5FB479A,通宇网吧,中国河北省石家庄市区西兴南路,114.40838487,38.04419379,0311,网吧,商业服务业设施用地,5
B2094757D56FA4FA409B,鹿泉市旅游咨询服务中心,中国河北省鹿泉市北斗路,114.32044488,38.09140354,0311,生活娱乐,商业服务业设施用地,4
B2094656D365A3FB4599,语林园(岳村铺),,114.39765,38.09644,0311,公园,绿地与广场用地,70
B2094656D365A3F4489C,秀水公园(沥青厂),,114.3811,38.08766,0311,公园,绿地与广场用地,70
B2094656D365A2FF499A,石家庄经济学院经贸学院教学区,,114.37657,38.07504,0311,高等院校,公共管理与公共服务设施用地,80
B2094457D66DA2FB489B,石家庄DING视觉婚礼摄影,河北省 石家庄市 石家庄新华区,114.38713,38.08393,0311,生活娱乐,商业服务业设施用地,4
B2094457D66CA5FE4298,be busy doingsth,河北省 石家庄市 be busy doing sth,114.36398,38.07618,0311,出行住宿,商业服务业设施用地,4
B2094457D66CA6FD4692,来自iphone6 Plus 客户端,河北省 石家庄市 长安街24号,114.31965,38.09738,0311,生活娱乐,商业服务业设施用地,4
B2094457D66CA1FB449B,iPhone6  16G,河北省 石家庄市 石家庄,114.33007,38.08223,0311,一般地点标志,未知,0
B2094457D164ABFE4292,iPhone6客户端,河北省 石家庄市 iPhone6客户端,114.41761,38.05923,0311,生活娱乐,商业服务业设施用地,4
B2094457D16BA4F5459A,阳光总是不属于我,河北省 石家庄市 石家庄,114.3799,38.07641,0311,校园生活,公共管理与公共服务设施用地,50
B2094457D16AABF4499B,石家庄,河北省 石家庄市 桥西区16号,114.41831,38.05825,0311,校园生活,公共管理与公共服务设施用地,50
B2094457D16AA4F4449A,箬晗,河北省 石家庄市 河北石家庄,114.40648,38.06081,0311,一般地点标志,未知,0
B2094457D16AA1FB459C,贝贝的小阳房,河北省 石家庄市 长安区,114.3817,38.10664,0311,一般地点标志,未知,0
B2094457D16AA2FC4992,美国,河北省 石家庄市 美国,114.32113,38.09025,0311,购物服务,商业服务业设施用地,20
B2094457D168ABFA4799,石家庄市,河北省 石家庄市 桥西区,114.41633,38.05496,0311,一般地点标志,未知,0
B2094457D168ABFA4792,石家庄市,河北省 石家庄市 桥西区,114.41624,38.05486,0311,一般地点标志,未知,0
B2094457D16FA2FC429E,仇皓静的house,河北省 石家庄市 新华路581号,114.42064,38.05768,0311,一般地点标志,未知,0
B2094457D16EA1FE4198,北京市,河北省 石家庄市 朝阳区朝阳公园,114.41029,38.07418,0311,公园户外,绿地与广场用地,60
B2094457D16DA2FE4898,河北道协直属宫观十方院,河北省 石家庄市 鹿泉城西门外太平河南岸,114.31118,38.08282,0311,一般地点标志,未知,0
B2094457D065ABF9409F,拥有过不代表不会失去。,河北省 石家庄市 失去了不代表没有拥有。,114.3331,38.08278,0311,公园户外,绿地与广场用地,60
B2094457D065A4F9409C,南苑,河北省 石家庄市 石家庄,114.32938,38.08727,0311,出行住宿,商业服务业设施用地,4
B2094457D064A1F8429C,sapphire,河北省 石家庄市 sapphire,114.33208,38.08406,0311,楼宇机构,商业服务业设施用地,30
B2094457D06BA7FE419E,。。。,河北省 石家庄市 ，，，，,114.40976,38.09508,0311,公园户外,绿地与广场用地,60
B2094457D06BA2F9489E,未知,河北省 石家庄市 河北,114.40487,38.06064,0311,一般地点标志,未知,0
B2094457D06BA2FA4093,未知,河北省 石家庄市 中国,114.40514,38.06006,0311,一般地点标志,未知,0
B2094457D06AABF9469E,河北省中医院,河北省 石家庄市 河北省中医院,114.40396,38.04853,0311,一般地点标志,未知,0
B2094457D06AA6F4499E,尼玛,河北省 石家庄市 石家庄鹿泉81,114.37797,38.07899,0311,楼宇机构,商业服务业设施用地,30
B2094457D06AA6F44699,尼玛,河北省 石家庄市 石家庄鹿泉市81号,114.38428,38.07981,0311,楼宇机构,商业服务业设施用地,30
B2094457D06AA7F54198,念小娇,河北省 石家庄市 海淀区海淀中街2号,114.31348,38.08804,0311,公司,工业用地,40
B2094455DA64ABFE489A,梁懂的家,河北省 石家庄市 河北石家庄,114.32024,38.08279,0311,一般地点标志,未知,0
B2094455DA64A6FD4298,鞍山市,河北省 石家庄市 辽宁省,114.41451,38.07951,0311,一般地点标志,未知,0
B2094455DA64A0F8409D,渣渣补习班,河北省 石家庄市 石家庄市新华区,114.42178,38.07496,0311,校园生活,公共管理与公共服务设施用地,50
B2094454DA6FABFE449A,翰林颐园,河北省 石家庄市 长兴街,114.41312,38.05385,0311,出行住宿,商业服务业设施用地,4
B2094454D164ABFD409D,秘密庄园,河北省 石家庄市 没有,114.41016,38.05908,0311,一般地点标志,未知,0
B2094454D164A4FD469F,你心里,河北省 石家庄市 楼下,114.39542,38.06317,0311,一般地点标志,未知,0
B2094454D16AA0F9449D,恒大华府,河北省 石家庄市 石家庄,114.31835,38.09084,0311,楼宇机构,商业服务业设施用地,30
B2094454D169ABF8409A,石家庄,河北省 石家庄市 石家庄,114.41579,38.05663,0311,一般地点标志,未知,0
B2094454D168A5FA489E,德克士,河北省 石家庄市 南简良,114.41858,38.05751,0311,餐饮美食,商业服务业设施用地,2
B2094454D16FA0FE459D,喜欢做网店的可以联系我,河北省 石家庄市 喜欢做网店的可以联系我,114.41428,38.0584,0311,购物服务,商业服务业设施用地,20
B2094454D16CA6FD459B,苍岩山,河北省 石家庄市 省道202中国石化加油站,114.38945,38.087245,0311,出行住宿,商业服务业设施用地,4
B2094454D064A0FC4592,石家庄鹿泉儿童福利院,河北省 石家庄市 镇宁路,114.322029,38.084259,0311,楼宇机构,商业服务业设施用地,30
B209475DD56EA2FE4592,石家庄职工大学西校区,河北省石家庄市新华区石获北路与西三环路交叉口东侧,114.384208,38.075279,0311,校园生活,公共管理与公共服务设施用地,50
B2094454D264A5F4489A,埃及,河北省 石家庄市 埃及,114.407501,38.053405,0311,出行住宿,商业服务业设施用地,4
B209475DD468A4FF489F,河北康恒国际汽车园区,石家庄市新华区石获北路（和平西路）与古城西路（西三环辅路）交汇处,114.382644,38.075744,0311,购物服务,商业服务业设施用地,20
B209475DD768A1FD419F,君悦国际,和平路与西二环交口西行1千米路北,114.42046179,38.06998518,0311,住宅区,居住用地,70
B209475DD768A6F4469A,香橼墅,石家庄市植物园西行1000米,114.355488,38.102144,0311,住宅区,居住用地,70
B209475DD768ABFC4899,国源和天下,新华区和平路西延线与植物园街交叉口北行500米路西,114.40569924,38.08708066,0311,住宅区,居住用地,70
B2094753D26DA2FA429C,良兴美嘉城,桥西区新华路与建东街交口北行300米,114.41338233961,38.05418089788,0311,住宅区,居住用地,70
B209475CD765A0F54898,杂粮煎饼,裕东菜市场西门,114.40891,38.04519,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD765A7F8419E,晨光烧饼 煤机街店,煤机街加农菜市场南侧50米,114.40891,38.04484,0311,特色／地方风味餐厅,商业服务业设施用地,2
B2094753D66AA3FC459D,河北医科大学第二医院,河北省 石家庄市 和平东路,114.424835,38.069435,0311,医院,公共管理与公共服务设施用地,90
B2094753DB68A1FD409D,河北省人民医院,河北省 石家庄市 和平西路348号,114.396797,38.066436,0311,医院,公共管理与公共服务设施用地,90
B209475CD26EA6FF479B,鹿泉市人民医院,河北省 石家庄市 鹿泉市北斗路21,114.314094,38.088577,0311,医院,公共管理与公共服务设施用地,90
B2094656D368A0FA4393,宝芝堂按摩诊所,,114.31456,38.09198,0311,诊所,公共管理与公共服务设施用地,40
B2094656D368A0FB4393,鹿泉市海山街蜂疗按摩诊所,,114.32798,38.08728,0311,诊所,公共管理与公共服务设施用地,40
B2094656D368A0FB449D,云芳诊所,,114.32855,38.08518,0311,诊所,公共管理与公共服务设施用地,40
B2094656D368A5FA4599,艺苑药店,,114.31661,38.08185,0311,药店,商业服务业设施用地,20
B2094656D364AAFC419A,鹿泉收费站,,114.36616,38.09459,0311,收费站,道路与交通设施用地,20
B2094656D364AAFC429C,南新城收费站,,114.37471,38.08307,0311,收费站,道路与交通设施用地,20
B2094752D668A5F8409B,鹿泉监狱,,114.304283,38.084055,0311,法院,公共管理与公共服务设施用地,100
B209475CD16DA6F54598,米莎贝尔 鹿泉店,镇宁路116号,114.32021,38.08734,0311,甜品店,商业服务业设施用地,2
B209475CD06FA4F4459F,翠屏餐厅,鹿泉市石获路翠屏花园门口,114.39745,38.07235,0311,快餐厅,商业服务业设施用地,2
B209475CD06FABFF4599,手抓饼,长兴街(近石家庄大学),114.40843,38.04833,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD069A1FA4693,鹿鸣苑,鹿泉市北斗东路张石连接线桥下(近东辛庄村),114.35987,38.09259,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD069A4F44898,可心面馆,鹿泉市镇宁路(石柏大街口西侧路北),114.33203,38.0898,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD06DA3FB469C,万福乐饭店,石获南路(北国超市对面),114.41941,38.05689,0311,湖南菜,商业服务业设施用地,2
B209475CD365AAFC4899,秋江小院,鹿泉市威远街,114.31332,38.08573,0311,河北菜,商业服务业设施用地,2
B209475CD36FA2F84899,东北豆腐坊,裕东菜市场北侧,114.40891,38.04519,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD36FA2F84893,香香嘴麻辣烫,裕东菜市场附近,114.40891,38.04519,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD36FA2F84992,四川快餐,裕东菜市场西门口,114.40891,38.04519,0311,快餐厅,商业服务业设施用地,2
B209475CD36FA7FC459E,东北鸡蛋饼,裕东菜市场西口,114.40891,38.04519,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD36EABFF459E,特色炸鸡排,裕东菜市场西门口,114.40891,38.04519,0311,特色／地方风味餐厅,商业服务业设施用地,2
B209475CD36EABFF4698,佳佳美食,裕东菜市场西门,114.40891,38.04519,0311,河北菜,商业服务业设施用地,2
B209475CD36FA3FF4093,新疆烤羊腿,裕彤菜市场,114.40891,38.04519,0311,清真餐馆,商业服务业设施用地,2
B209475CD36FA3FF4199,牛肉饼,裕彤菜市场,114.40891,38.04519,0311,特色／地方风味餐厅,商业服务业设施用地,2
B2094750DB6EAAFD429F,西部峰景,新华路与向阳大街交叉口北行150米路西,114.316392,38.081576,0311,住宅区,居住用地,70
B2094753DA6FA2FB429D,南郭花园,长兴街18号,114.405141,38.052113,0311,住宅区,居住用地,70
B2094753DA6FA2FB459B,南简良小区,新华路与西二环交叉口,114.418874,38.055931,0311,住宅区,居住用地,70
B2094753DA6FA2FB499A,南郭新城,新华路车管所东行100米,114.393959,38.067951,0311,住宅区,居住用地,70
B2094656D06CA2F44998,西王小区,中山西路与长兴街交叉口北行200米处,114.40836,38.04753,0311,公交车站,道路与交通设施用地,20
B2094450D665A7FF429E,石家庄·西部风景,河北省 石家庄市 西部风景,114.31388,38.08146,0311,一般地点标志,未知,0
B2094751DB6AA6FF449B,农家院酒店,近郊鹿泉市向阳大街兴华商场北侧,114.31656,38.0824,0311,旅馆招待所,商业服务业设施用地,30
B2094751DB6EAAF4489F,瀚品轩酒店,新华区新华路与交叉口新华路与华北商贸城交口西行50米路北(近西王客运站),114.41418,38.05307,0311,旅馆招待所,商业服务业设施用地,30
B209475CD365A6F8439D,乡村小镇新概念酒店,石获南路191号(近车管所),114.41243,38.05507,0311,旅馆招待所,商业服务业设施用地,30
B2094450D665A3FB489C,Erlinzhang,河北省 石家庄市 石家庄,114.40427,38.07393,0311,一般地点标志,未知,0
B2094450D664AAFA4199,童话世界,河北省 石家庄市 石家庄,114.4115,38.04214,0311,公园户外,绿地与广场用地,60
B2094450D664A7FF489A,好梦,河北省 石家庄市 新华路,114.41652,38.05188,0311,出行住宿,商业服务业设施用地,4
B2094450D66BABF9419D,北新城村,河北省 石家庄市 石家庄市鹿泉区北新城村廉政路,114.37775,38.08814,0311,一般地点标志,未知,0
B2094450D66BA5F54499,石家庄市,河北省 石家庄市 石家庄市,114.41638,38.0551,0311,一般地点标志,未知,0
B2094450D66BA7FD4993,首尔,河北省 石家庄市 首尔火车站,114.41228,38.04586,0311,一般地点标志,未知,0
B2094450D66BA3F9459A,九路车队,河北省 石家庄市 新华路车管所东侧,114.41063,38.05923,0311,公司,工业用地,40
B2094450D66AA4FA4293,北京海淀区,河北省 石家庄市 海淀,114.41048,38.04956,0311,一般地点标志,未知,0
B2094450D66AA2FE4593,独身主义真是别管了,河北省 石家庄市 东岗路世纪花园东区14号,114.40886,38.04526,0311,生活娱乐,商业服务业设施用地,4
B2094450D669A2F8449D,电建小区,河北省 石家庄市 电建小区,114.41654,38.05341,0311,一般地点标志,未知,0
B2094450D66FA0F8439A,天上客,河北省 石家庄市 石家庄,114.41477,38.0462,0311,生活娱乐,商业服务业设施用地,4
B2094450D66EA5FD4792,幸福城,河北省 石家庄市 石家庄新华路,114.40539,38.06229,0311,一般地点标志,未知,0
B2094450D66EA2F5419C,腾腾宝的暖被窝,河北省 石家庄市 石获南路223号,114.40968,38.06146,0311,一般地点标志,未知,0
B2094450D66EA2FC469B,环保局,河北省 石家庄市 石家庄市,114.33297,38.08512,0311,一般地点标志,未知,0
B2094450D66CA0FF4192,石家庄市公路管理处养护管理中心,河北省 石家庄市 石家庄市桥西区石获南路西三环,114.39066,38.06153,0311,一般地点标志,未知,0
B2094450D164A4F9489D,金百济自助餐,河北省 石家庄市 石家庄桥西区金百济自助餐厅,114.41706,38.06017,0311,餐饮美食,商业服务业设施用地,2
B2094450D164A5FD489D,北京,河北省 石家庄市 宣武区,114.41101,38.05004,0311,一般地点标志,未知,0
B2094450D164A5FE419A,北京市,河北省 石家庄市 宣武区,114.41101,38.05004,0311,一般地点标志,未知,0
B2094450D164A5FE469F,石家庄,河北省 石家庄市 桥西区,114.41101,38.05004,0311,一般地点标志,未知,0
B2094450D16BA4FF4598,石家庄新希望学校 路翔校区,河北省 石家庄市 大郭村附近,114.42103,38.06654,0311,校园生活,公共管理与公共服务设施用地,50
B2094753D36CA6FB459F,小雨发型设计,三简路西简良小区,114.404481,38.060483,0311,美容美发店,商业服务业设施用地,2
B2094753D36CA4F44499,小滴溜石锅城,和平路大郭新村润石珠宝对面,114.42447,38.068138,0311,火锅店,商业服务业设施用地,2
B2094753D36CAAFE489D,台北米兰婚纱摄影基地,车管所斜对面北行80米路北,114.401323,38.060799,0311,摄影器材店,商业服务业设施用地,5
B2094753D36DA2FF419F,宝利来蛋糕房,长兴街西王标准化市场内,114.408312,38.045423,0311,甜品店,商业服务业设施用地,2
B2094753D36EA4FE459A,钰尚女性会所,西简良小区与三简路交叉口路南,114.408602,38.061153,0311,美容美发店,商业服务业设施用地,2
B2094753D36EA4FE4692,铭指标榜美发会所,长兴街与三简路交叉口南行10米,114.408538,38.061769,0311,美容美发店,商业服务业设施用地,2
B2094752D56CA6FF4398,石家庄新华世贸中心,新华区和平西路与植物园路交叉口,114.411535,38.071981,0311,商场,商业服务业设施用地,70
B2094752D56CABF9499D,幸福城,石家庄市桥西区车管一所对面,114.397159,38.063534,0311,住宅区,居住用地,70
B2094752D56CABF54492,太行轩圃,槐安路山前大道南五峰山下,114.307723,38.089479,0311,住宅区,居住用地,70
B2094752D76AABFF489B,石家庄火车站,,114.405913,38.051566,0311,未知分类,未知,0
B2094752D669A6FA4993,柯棣华职业专修学院,河北省石家庄市桥西区三简路16号,114.416617,38.05745,0311,校园生活,公共管理与公共服务设施用地,50
B2094752D269AAFB499E,勒泰中心,,114.418128,38.06948,0311,未知分类,未知,0
B2094751DB6EA5FB419C,在水一方,近郊植物园东门,114.37962,38.101,0311,河北菜,商业服务业设施用地,2
B2094751DB6BA5FC4198,澳门豆捞(鹿泉店),近郊鹿泉市向阳北大街(近玉石路),114.3142,38.09644,0311,火锅店,商业服务业设施用地,2
B2094751DB6BAAF5419F,小滴溜,新华区石获北路(西二环西侧),114.3822,38.07394,0311,火锅店,商业服务业设施用地,2
B2094751DB64A2F4429D,815仓库,近郊鹿泉市海山南大街(近环保局),114.32924,38.08167,0311,快餐厅,商业服务业设施用地,2
B2094751DB64A4F4479D,康庄熏肉,新华区康庄村石环北路(近西外环路),114.38553,38.0824,0311,河北菜,商业服务业设施用地,2
B2094752D26CA1FF4892,来未轩刀削面,近郊鹿泉市海山大街广电局楼下,114.32411,38.08262,0311,快餐厅,商业服务业设施用地,2
B2094752D26CA1F5489B,新特排骨馆,近郊鹿泉市镇宁路,114.3162,38.08433,0311,河北菜,商业服务业设施用地,2
B2094457D069AAFC4792,北京太原G307国道,河北省 石家庄市 北京太原G307国道,114.39171,38.06306,0311,一般地点标志,未知,0
B2094457D068AAF4479B,新加坡,河北省 石家庄市 新加坡,114.41231,38.0487,0311,一般地点标志,未知,0
B2094457D068AAF4479F,新加坡,河北省 石家庄市 新加坡,114.41556,38.04869,0311,一般地点标志,未知,0
B2094457D068AAF44692,美国,河北省 石家庄市 美国,114.41231,38.0487,0311,一般地点标志,未知,0
B2094457D06FA1F5439B,鹿泉一中育贤楼,河北省 石家庄市 河北省石家庄市北斗路西首,114.31633,38.0879,0311,校园生活,公共管理与公共服务设施用地,50
B2094457D06CA5F9409A,曹庄,河北省 石家庄市 河北省石家庄市鹿泉市获鹿镇曹庄村,114.31316,38.09926,0311,一般地点标志,未知,0
B2094457D368A1FF419A,派乐汉堡,河北省 石家庄市 鹿泉市向阳街西部风景,114.31688,38.08735,0311,餐饮美食,商业服务业设施用地,2
B2094457D36FAAFF489A,河北体育馆,河北省 石家庄市 石家庄市长安区中山路,114.31759,38.09006,0311,生活娱乐,商业服务业设施用地,4
B2094457D36EA6FC429D,布达拉宫,河北省 石家庄市 布达拉宫,114.4061,38.05114,0311,一般地点标志,未知,0
B2094456D064A6F9409F,光明渔港(新石店）,桥西区新石南路与广平街交口西南角新火车站西100米(锦江大厦3F),114.396793,38.0645,0311,餐饮美食,商业服务业设施用地,2
B2094456D064A0FB4393,河南,河北省 石家庄市 河南开封,114.41301,38.07981,0311,一般地点标志,未知,0
B2094456D064A0FB409B,河南开封,河北省 石家庄市 河南开封,114.41329,38.0799,0311,一般地点标志,未知,0
B2094456D064A2F8499B,刘八宝的宝宝蛋,河北省 石家庄市 石家庄,114.40977,38.05771,0311,一般地点标志,未知,0
B2094456D064A2FD499A,丁视觉婚礼跟拍,河北省 石家庄市 石家庄新华区,114.38717,38.08433,0311,购物服务,商业服务业设施用地,20
B2094456D06BAAFD489D,石家庄职工大学,河北省 石家庄市 石家庄市新华区石获北路83号,114.37764,38.07582,0311,校园生活,公共管理与公共服务设施用地,50
B2094456D06BA6F94492,天注定,河北省 石家庄市 缘分,114.42455,38.06952,0311,一般地点标志,未知,0
B2094455DB6DA7FF4498,新兴药房,河北省 石家庄市 石家庄市,114.41401,38.06125,0311,公司,工业用地,40
B2094455DA65A1F84499,未来那么远,河北省 石家庄市 河北石家庄正定,114.40492,38.07386,0311,一般地点标志,未知,0
B2094751D364A2FF409C,鹿的泉,,114.313768,38.085939,0311,一般景点,绿地与广场用地,50
B2094750D569A6FE479D,秀水名邸,植物园路与石太高速交叉口南行100米,114.387159,38.089445,0311,住宅区,居住用地,70
B2094750D569AAFC429B,龙泉花园(三期),鹿泉槐安路与获铜路交口南500米,114.311394,38.08366,0311,住宅区,居住用地,70
B2094750D569AAFC4299,大湖之翼,其它区蟠龙湖旅游区南岸坝口前行6千米,114.310692,38.082447,0311,住宅区,居住用地,70
