OBJECTID,poiid,title,address,lon,lat,city,category_sec,checkin_num,photo_num,category_fst,foodT,cluster,Ndist
1,B2094656D365A4FC469D,农家饭店(驼梁西南),,113.80448,38.72477,311,中餐厅,2,0,餐饮,中式餐饮,2,29.098563322496453
2,B2094656D365A0FE459E,清秀山庄,,113.804,38.72393,311,中餐厅,11,4,餐饮,中式餐饮,2,73.28974442876735
3,B2094656D364AAFA4198,驼梁人家,,113.80432,38.72454,311,中餐厅,5,0,餐饮,中式餐饮,2,29.098563322496453
4,B2094751DB6FA0FC479B,五岳寨喜客之家,近郊灵寿县五岳寨景区内,113.84684,38.70802,311,河北菜,0,0,餐饮,中式餐饮,2,4116.370767956114
5,B2094457D169A7F4419B,나타나길,河北省 石家庄市 카나리아에,114.51655,38.53741,311,餐饮美食,1,1,餐饮,其它,2,5605.118967700399
6,B2094751DB6DA6FD4898,西柏坡纪念馆餐厅,近郊平山县,113.85972,38.40197,311,河北菜,0,0,餐饮,中式餐饮,2,8714.163246420914
7,B2094757D765A0FD4192,聚贤酒家,辛集市小辛庄(近东方漂染厂),115.254791,38.094461,311,四川菜,0,0,餐饮,中式餐饮,1,5851.392052906345
8,B2094457D16FA6FF4999,烟台,河北省 石家庄市 大悦城,114.37323,37.82768,311,餐饮美食,1,1,餐饮,其它,3,2067.4585428920805
9,B2094450D168A0FA459F,南佐会馆,河北省 石家庄市 二园区,114.365,37.8451,311,餐饮美食,0,0,餐饮,其它,3,2067.4585428920805
10,B2094751DB6BA1FC449F,大众,近郊辛集市南智邱镇(近金三角饭店),115.24152,37.75495,311,快餐厅,0,0,餐饮,小吃快餐,1,10824.416667300891
11,B2094751D265A2FF449D,阿娇小火锅,近郊赞皇县南门路西侧,114.28293,37.62244,311,火锅店,0,0,餐饮,中式餐饮,3,0.0
12,B2094751DB6FA0F8429A,王建中农家乐,近郊平山县西沙岭猪圈沟原生态景区(近驼梁风景区),113.65252,38.61384,311,快餐厅,0,0,餐饮,小吃快餐,2,17966.782958212276
13,B209475CD369A5F9419C,七汲鼎新全羊宴,平山县三汲乡七汲道口,113.750911,38.437174,311,烧烤,0,0,餐饮,中式餐饮,2,4503.9677398365975
14,B2094757D76BA2F54699,桥北饭店,近郊平山县小觉镇新桥路北政府路(近石驼加油站),113.72725,38.40116,311,河北菜,0,0,餐饮,中式餐饮,2,4503.9677398365975
15,B209475CD06DA5F94493,古月烧饼,平山县古月镇(近西柏坡),113.88566,38.28691,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,2,4973.652883455122
16,B209475CD36FA7F94993,清凉山滑雪场自助火锅,井陉矿区清凉山滑雪场内,114.02394,38.07048,311,火锅店,0,0,餐饮,中式餐饮,0,6555.108020854656
17,B2094456D069A6FA4698,大理岩生态家园,河北省 石家庄市 河北省石家庄市井陉县辛庄乡大理岩村,113.92713,38.09239,311,餐饮美食,0,0,餐饮,其它,0,8816.623990240538
18,B2094757DA69A6F9489C,南湖酒家新合街店,新华路 与新合街交口,114.18007,37.72334,311,日本料理,0,0,餐饮,国际餐饮,3,0.0
19,B2094757DA69A6F9479D,一麻一辣石家庄店,石家庄市 桥东东区四中路 中国盒子1楼（休门街口）,114.18007,37.72334,311,休闲餐饮场所,41,4,餐饮,其它,3,0.0
20,B2094750D36BABF8479E,starbucks石家庄,建华南大街136号万达广场裕华西路15号万象天成中山西路11号乐汇城,114.18007,37.72334,311,餐饮美食,1,0,餐饮,其它,3,0.0
21,B209475CD065A7FB4492,嘎嘣脆冰糖葫芦专卖店 赞皇店,赞皇县城,114.28293,37.62244,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,3,0.0
22,B2094656D364A6F8439D,蒙自过桥米线,,114.38582,37.66078,311,中餐厅,0,0,餐饮,中式餐饮,3,40.49222148032107
23,B2094656D364A6F9409B,蜂蜜小面包(康泰药房东北),,114.38631,37.66237,311,糕饼店,0,0,餐饮,甜点饮品,3,103.48067791033584
24,B2094656D364A6FF4298,欣欣小吃,,114.38312,37.65974,311,快餐厅,0,0,餐饮,小吃快餐,3,12.373953704800254
25,B2094656D364A6FF439B,新天利快餐,,114.38521,37.65912,311,中餐厅,0,0,餐饮,中式餐饮,3,58.511243853673264
26,B2094656D364A6FF459A,衡水饭店,,114.38451,37.65395,311,中餐厅,0,0,餐饮,中式餐饮,3,238.24189064882083
27,B2094656D364A6FF4593,钱雨饭店,,114.38404,37.65184,311,中餐厅,0,0,餐饮,中式餐饮,3,238.24189064882083
28,B2094656D364A6FF499D,好吃来蛋糕大世界(同和堂药房南),,114.38586,37.65923,311,糕饼店,1,0,餐饮,甜点饮品,3,58.511243853673264
29,B2094656D364A6F8409C,温州蛋糕房,,114.38719,37.65917,311,糕饼店,0,0,餐饮,甜点饮品,3,117.26776737024879
30,B2094656D364A6FE4992,大胖涮锅No.359,,114.38555,37.66308,311,火锅店,0,0,餐饮,中式餐饮,3,103.48067791033584
31,B2094656D364A6F8499D,吉果多魔幻冰淇淋馆,,114.38774,37.66274,311,冷饮店,43,19,餐饮,甜点饮品,3,132.42803946712408
32,B2094656D364A6FF4093,美味步步高,,114.38536,37.66078,311,糕饼店,1,0,餐饮,甜点饮品,3,40.49222148032107
33,B2094656D364A6FF4299,哥俩好饭店,,114.38298,37.65975,311,中餐厅,1,0,餐饮,中式餐饮,3,12.373953704800254
34,B2094656D364A6F84399,沧州五香鸡,,114.38574,37.65981,311,餐饮美食,3,1,餐饮,其它,3,65.35242300511652
35,B209475CD068A5FE459D,英如饭店,辛集市彭六佐村西公路,115.15663,37.82549,311,火锅店,0,0,餐饮,中式餐饮,1,7765.781114991928
36,B209475CD369A3F5449E,常好饭店,辛集市233省道(高速路口),115.2280831,37.8666469,311,火锅店,0,0,餐饮,中式餐饮,1,3526.2762907607757
37,B2094757D56FA7FB489D,南坪小镇,中国河北省鹿泉市南佃线,114.41276015,37.90100559,311,中餐厅,33,11,餐饮,中式餐饮,0,937.3688666163898
38,B2094450D664A4F84999,HILIFE养生火锅,山前大道与S232（京赞公路）交叉口往南，过龙泉花园再往南2KM,114.31066861,37.94977197,311,餐饮美食,0,0,餐饮,其它,0,4227.846955979482
39,B209475CD069A4F4469E,顺通饭店,元氏县装院路(鹿泉交界处),114.40987,37.89289,311,快餐厅,0,0,餐饮,小吃快餐,0,901.9107940683356
40,B2094751DB68AAFC449F,地锅炖鸡家常菜,东昌府区湖西路口(区法院南侧),114.375534,37.92712,311,餐饮美食,0,0,餐饮,其它,0,4369.971255996862
41,B2094450D169A1FE499D,明悦大酒店,河北省 石家庄市 石家庄新华路与泰华街交叉口,114.40402,37.8839,311,餐饮美食,0,0,餐饮,其它,0,241.02805832284562
42,B2094457D16FA1FE439D,奶糖,河北省 石家庄市 石家庄,114.40605,37.88536,311,餐饮美食,0,0,餐饮,其它,0,241.02805832284562
43,B2094450D668A2FC419E,青岛,河北省 石家庄市 丰海区,114.46922,37.97641,311,餐饮美食,0,0,餐饮,其它,0,228.6013105957596
44,B2094450D06CA0F9429A,隆丰阁饭店,河北省 石家庄市 栾城县吴家屯村北口,114.52146,37.93506,311,餐饮美食,1,1,餐饮,其它,0,1976.2413094539422
45,B2094757D66CA1F4449A,光明渔港,石家庄友谊大街裕华路口,114.51297106,37.951523725,311,餐饮美食,53,13,餐饮,其它,0,1458.585480706427
46,B2094757D768A6FD4392,顺路驴肉店,元氏县殷村经元路装院路,114.471715,37.841409,311,餐饮美食,53,20,餐饮,其它,3,7067.6181836997175
47,B2094656D364A1FB469B,(石家庄南服务区)餐厅,,114.42932,37.94544,311,中餐厅,15,2,餐饮,中式餐饮,0,3909.4215946563154
48,B2094457D16EA6FB429F,威尼斯水世界,河北省 石家庄市 石家庄体育大街,114.52934,37.90222,311,餐饮美食,0,0,餐饮,其它,0,3716.488643252396
49,B209475CD06DA4F9459E,串串香,红旗大街(近锦山城),114.46962,37.93041,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
50,B209475CD365A1FE4993,鸟天下野味庄园,裕翔街东尹村西口,114.50899,37.96426,311,火锅店,0,0,餐饮,中式餐饮,0,1100.599326265328
51,B209475CD36FA6FC449C,吉祥馄饨,红旗大街(南二环口),114.46962,37.93041,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,0,0.0
52,B2094753D36CA1F9449A,麦克风宫家庄店,康富街小广场西侧,114.469572,37.97869,311,冷饮店,0,0,餐饮,甜点饮品,0,7.141083017285306
53,B2094753D36CA6F84693,麦西尔西饼屋三店,桥园路13号,114.466433,37.976957,311,糕饼店,0,0,餐饮,甜点饮品,0,141.03511293875127
54,B2094751DB68ABF8419F,喜得福面馆,桥西区红旗大街(近新石中路),114.46962,37.93041,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
55,B2094751DB69A6FA469D,京东食府,桥西区红旗大街(裕华路口),114.46962,37.93041,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
56,B2094757D56FA7FC499F,梦味思饭店,中国河北省石家庄市区康富街,114.46964762,37.97843804,311,中餐厅,0,0,餐饮,中式餐饮,0,22.390297529884325
57,B2094757D56FA5FD439D,福建沙县小吃(新世纪小区东),中国河北省石家庄市区康富街,114.46962023,37.97863824,311,快餐厅,0,0,餐饮,小吃快餐,0,7.141083017285306
58,B2094757D56FA5FA479F,老四川饭店(祥和路),中国河北省石家庄市区祥和路,114.46663764,37.97821506,311,四川菜,0,0,餐饮,中式餐饮,0,141.03511293875127
59,B2094656D364A0F8469D,栾城大酒楼,,114.65307,37.88808,311,综合酒楼,40,15,餐饮,中式餐饮,3,128.9370341064428
60,B2094656D364A0FE499F,天府会馆,,114.65697,37.8921,311,中餐厅,71,28,餐饮,中式餐饮,3,260.62449976818124
61,B2094656D364A0FF419D,四川酒家(鑫源路),,114.64854,37.88723,311,四川菜,37,6,餐饮,中式餐饮,3,57.47726474407782
62,B2094656D364A0F8449F,神峰茶楼,,114.66163,37.88866,311,茶艺馆,9,5,餐饮,甜点饮品,3,161.47379300611962
63,B2094656D364A0FE479D,普天和,,114.64897,37.89093,311,中餐厅,2,0,餐饮,中式餐饮,3,76.28227610100222
64,B2094656D364A0FF429D,顺和园,,114.65139,37.8875,311,中餐厅,15,9,餐饮,中式餐饮,3,48.20681882641641
65,B2094656D364A0F8429D,西街快餐,,114.65763,37.88603,311,中餐厅,10,1,餐饮,中式餐饮,3,54.45408970422038
66,B2094757D56FA1FF409E,啊美妮饭店,中国河北省栾城县鑫源路,114.64902344,37.88770209,311,中餐厅,6,5,餐饮,中式餐饮,3,40.186253485846095
67,B2094656D364A0FF4699,重庆酒家,,114.65048,37.88468,311,四川菜,6,3,餐饮,中式餐饮,3,323.57942241234787
68,B2094656D364A0F84399,吉祥西饼屋,,114.65565,37.88734,311,糕饼店,7,1,餐饮,甜点饮品,3,80.25083913291675
69,B2094656D364A0F8469B,铁锅大鲶鱼,,114.65453,37.88821,311,中餐厅,2,0,餐饮,中式餐饮,3,128.9370341064428
70,B2094656D364A0F84898,富丽华快餐,中山东路,114.64807,37.88759,311,中餐厅,3,3,餐饮,中式餐饮,3,57.47726474407782
71,B2094455DA6AABF54792,乐派客,河北省 石家庄市 栾城县新开街,114.66081,37.88996,311,餐饮美食,0,0,餐饮,其它,3,161.47379300611962
72,B2094455DA6AA2FB4099,佐美庄园,河北省 石家庄市 石家庄市高新区,114.64093,37.9601,311,餐饮美食,1,0,餐饮,其它,0,4173.073435001847
73,B2094454D164A5F5429C,密密,河北省 石家庄市 新华区,114.72148,37.84137,311,餐饮美食,0,0,餐饮,其它,3,6978.4039278360815
74,B209475CD06DA5FA4192,米莎贝尔 金方城店,栾城金方城底商(惠安小区对面),114.64718,37.8923,311,甜品店,0,0,餐饮,甜点饮品,3,218.8139655517238
75,B209475CD06DA4F94893,剧场大盘鸡,栾城县华兴街(近联通公司),114.648,37.88904,311,快餐厅,0,0,餐饮,小吃快餐,3,161.34962319280072
76,B2094753D76AA0FA469E,缘聚德红焖羊肉(栾城店),石家庄市栾城县政府人民广场华兴街(宏远路口),114.648328,37.900278,311,中餐厅,1,0,餐饮,中式餐饮,0,8.717473022136735
77,B2094450D669A7FC4899,星之翼咖吧,河北省 石家庄市 石家庄栾城,114.66185,37.90184,311,餐饮美食,0,0,餐饮,其它,0,251.30690252238628
78,B2094450D064ABFB449E,金钟仁街,河北省 石家庄市 hj,114.65674,37.89462,311,餐饮美食,1,0,餐饮,其它,3,280.9371085789614
79,B2094450D068A0FB4893,渝新干锅鸭头,河北省 石家庄市 西街花园,114.65298,37.89635,311,餐饮美食,1,0,餐饮,其它,3,381.915464244259
80,B2094751DB6FA7FD439A,农家饺子馆,近郊栾城县窦妪工业区三农公司对面(近107国道),114.62065,37.89973,311,快餐厅,0,0,餐饮,小吃快餐,0,2292.145179492931
81,B2094751DB6FA4FD479D,侯氏涮园(栾城店),近郊栾城县新开街(汇源路口西南侧),114.654,37.89211,311,火锅店,0,0,餐饮,中式餐饮,3,111.30290653580656
82,B2094751DB68A6F4469C,柏林美食城,近郊赵县南外环(柏林街口东南角),114.63726,37.8692,311,河北菜,0,0,餐饮,中式餐饮,3,2075.859995806763
83,B2094751DB6AA7FB4398,祥福园蛋糕,近郊栾城县宏达路,114.66076,37.89975,311,甜品店,0,0,餐饮,甜点饮品,3,251.30690252238628
84,B2094757D76AA2FA4399,新疆大盘鸡,栾城县城中心(近福强路),114.648318,37.9002,311,清真餐馆,0,0,餐饮,中式餐饮,0,8.717473022136735
85,B2094757D76AA7F84393,山国饮艺 藁城店,昌盛街信誉楼南侧,114.7302192,37.9646278,311,茶艺馆,0,0,餐饮,甜点饮品,0,4652.977143126693
86,B2094757D76BA1FC4298,小食堂,近郊宏达路(近万利福),114.64585,37.8943,311,快餐厅,0,0,餐饮,小吃快餐,3,251.15319811595313
87,B2094757D765A5F9459E,杨麻子大饼,近郊栾城县新开大街(汇源路口北侧),114.65584,37.88505,311,河北菜,0,0,餐饮,中式餐饮,3,191.18507151431928
88,B2094656D364A0FE4793,巴国布衣风味酒家,,114.64983,37.89103,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,3,76.28227610100222
89,B2094656D364A0FE489C,大胖涮锅栾城连锁店,,114.65316,37.89136,311,火锅店,2,2,餐饮,中式餐饮,3,111.30290653580656
90,B2094450D06FA7F5459B,兔子家的美食屋,河北省 石家庄市 微信:1992582241,114.65589,37.90556,311,餐饮美食,0,0,餐饮,其它,0,666.7416145691442
91,B2094457D06EA3FB4893,北京市,河北省 石家庄市 海淀区,114.66836,37.88806,311,餐饮美食,1,1,餐饮,其它,3,594.3544238551113
92,B2094656D364A0F8409B,好运来蛋糕房,,114.65813,37.88574,311,糕饼店,0,0,餐饮,甜点饮品,3,54.45408970422038
93,B2094656D364A0F8419B,稻花香糕点屋,,114.66057,37.88607,311,糕饼店,0,0,餐饮,甜点饮品,3,53.81649162098864
94,B2094656D364A0F84199,丽缘酒楼,,114.66117,37.88617,311,综合酒楼,0,0,餐饮,中式餐饮,3,53.81649162098864
95,B2094656D364A0F8439C,特色老赵州,,114.65602,37.888,311,中餐厅,0,0,餐饮,中式餐饮,3,80.25083913291675
96,B2094656D364A0F84693,顿顿香,,114.65146,37.88793,311,中餐厅,0,0,餐饮,中式餐饮,3,48.20681882641641
97,B2094457D16CA5FC419E,StarBucks,河北省 石家庄市 河北省石家庄市,114.00872,38.01276,311,餐饮美食,0,0,餐饮,其它,0,5670.652693477252
98,B2094457D169A6FC459F,青青缘火锅城,河北省 石家庄市 井陉县,114.13976,38.03283,311,餐饮美食,1,1,餐饮,其它,0,502.8330755581812
99,B2094656D364A1FA499C,(井陉服务区)快餐厅,,114.06587,37.98883,311,中餐厅,5,2,餐饮,中式餐饮,0,1708.465437196552
100,B2094751DB6FA2FC4798,锦山宾馆餐厅,近郊井陉县锦山风景区锦山宾馆内,114.07795,38.00089,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
101,B2094751DB6FA5F5479E,金雨食坊干锅鸭,近郊井陉县汽车站西侧(近火车站),114.07795,38.00089,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
102,B2094751DB6DA0FE419E,千喜龙虾,桥西区西郊公园,114.14894,38.03217,311,烧烤,0,0,餐饮,中式餐饮,0,312.5524058811987
103,B2094757D46AA6FC4993,金雨食坊干锅鸭,井陉县汽车站西侧(近火车站),114.145385,38.031925,311,中餐厅,0,0,餐饮,中式餐饮,0,0.0
104,B2094757D765A5F84198,锦山宾馆餐厅,井陉县锦山风景区锦山宾馆内,114.145385,38.031925,311,中餐厅,1,0,餐饮,中式餐饮,0,0.0
105,B2094751DB6EAAF5429C,立禾真味酸汤鱼,裕华区国际大道57-5号,114.29132,37.9846,311,火锅店,0,0,餐饮,中式餐饮,0,4227.846955979482
106,B209475CD36FA7FC469D,聚贤酒家,辛集市小辛庄(近东方漂染厂),115.29229,37.91783,311,四川菜,0,0,餐饮,中式餐饮,1,0.0
107,B209475CD36FA6FC4592,永和大王,辛集市,115.29229,37.91783,311,快餐厅,0,0,餐饮,小吃快餐,1,0.0
108,B209475CD36EA4F44899,圣帝凯莱大酒店中餐厅,辛集市市府东大街58号近教育路,115.2326692,37.9427513,311,广东菜,0,0,餐饮,中式餐饮,1,684.9244110058692
109,B2094751DB6AA6FA429B,迷你西饼屋,近郊辛集市旧城镇(近307国道),115.3934,38.00748,311,甜品店,2,1,餐饮,甜点饮品,1,10313.616030777755
110,B2094752D26CAAFC4393,柳润庄园,近郊辛集市双柳树,115.29653,37.95482,311,河北菜,27,14,餐饮,中式餐饮,1,2804.9089620621094
111,B2094656D365A0FC4392,辛晋饭店,,115.22071,37.98241,311,中餐厅,0,0,餐饮,中式餐饮,1,159.46727831326996
112,B2094656D365A0F84299,地锅美食,,115.219,37.9829,311,中餐厅,0,0,餐饮,中式餐饮,1,30.79848380222399
113,B2094456D06BA3F4439C,骄龙豆捞,河北省 石家庄市 辛集市,115.26946,37.93792,311,餐饮美食,1,1,餐饮,其它,1,384.73444619066987
114,B2094456D06BA3F44192,江龙豆捞,河北省 石家庄市 辛集市,115.26946,37.94138,311,餐饮美食,0,0,餐饮,其它,1,384.73444619066987
115,B2094656D365A7F94598,辛集第一碗,,115.21866,37.98297,311,中餐厅,3,0,餐饮,中式餐饮,1,30.79848380222399
116,B2094450D16DA3FC4199,浔阳楼,河北省 石家庄市 苏州昆山市,115.24305,37.95036,311,餐饮美食,0,0,餐饮,其它,1,1242.7255747065838
117,B2094457D06AA6F54892,鱼,河北省 石家庄市 中国,115.22399,38.0122,311,餐饮美食,0,0,餐饮,其它,1,2250.3631192133535
118,B2094454D16BA4FF4792,爱到眉心皱。,河北省 石家庄市 石家庄,114.94672,38.12102,311,餐饮美食,0,0,餐饮,其它,1,1506.977383770074
119,B2094454D16AA4FC499D,影星,河北省 石家庄市 石家庄,114.91595,38.16356,311,餐饮美食,0,0,餐饮,其它,1,229.19634894523
120,B209475CD069A4F4479B,聚福祥饺子,藁城市市府路117号(东城小学对面),114.85676,38.03546,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,1,40.638708888096865
121,B209475CD06DA5F94799,米莎贝尔 无极店,无极县正义街(近无极路),114.96926,38.17447,311,甜品店,0,0,餐饮,甜点饮品,1,331.40266686857103
122,B2094757D76BAAFB409C,老北京冰糖葫芦,迎宾大道376-1号北国超市门口,114.8936694,38.0290859,311,糕饼店,18,9,餐饮,甜点饮品,1,0.0
123,B2094656D368A0F9459A,桃园山珍,,114.96694,38.17707,311,综合酒楼,23,3,餐饮,中式餐饮,1,53.73634782596629
124,B2094757D56FA2F54893,紫城饭店,中国河北省晋州市G307,114.98226915,38.0248744,311,中餐厅,9,0,餐饮,中式餐饮,1,3023.7873055296286
125,B2094656D364A2F8409D,圆梦蛋糕,,114.8587,38.03233,311,糕饼店,0,0,餐饮,甜点饮品,1,38.27559674716552
126,B2094656D364A2F4429B,家家福美食园,,114.86209,38.03588,311,中餐厅,3,2,餐饮,中式餐饮,1,54.3109248561615
127,B2094450D164A1FA4992,小楠,河北省 石家庄市 马古庄军辉饭店西行200米,114.91342,38.16302,311,餐饮美食,0,0,餐饮,其它,1,229.19634894523
128,B2094656D364A2F8419E,万顺快餐,,114.85733,38.03228,311,中餐厅,0,0,餐饮,中式餐饮,1,120.11906994318223
129,B2094656D364A2F8449E,九门清真饭店,,114.85259,38.03639,311,清真餐馆,171,3,餐饮,中式餐饮,1,39.473376009442845
130,B2094656D364A2F8449C,东悦腊肉面,,114.85253,38.03705,311,中餐厅,0,0,餐饮,中式餐饮,1,56.021432186449566
131,B2094656D364A2F84493,金源茶社,,114.85236,38.03892,311,茶艺馆,0,0,餐饮,甜点饮品,1,208.46682910767674
132,B2094656D364A2FB479C,东街一绝砂锅居,,114.85404,38.03543,311,中餐厅,0,0,餐饮,中式餐饮,1,20.1741717619711
133,B2094656D364A2FB4792,上海香菲蛋糕世界连锁分店(市府东路),,114.85427,38.03542,311,糕饼店,0,0,餐饮,甜点饮品,1,20.1741717619711
134,B2094656D364A2FB489C,五元川菜馆,,114.85562,38.03543,311,四川菜,0,0,餐饮,中式餐饮,1,99.89740296732302
135,B2094656D364A2F4409A,老李板面馆,,114.85948,38.03549,311,中餐厅,0,0,餐饮,中式餐饮,1,63.06767016559554
136,B2094656D368A0F94699,新疆米泉牧园饭庄,,114.95887,38.17622,311,中餐厅,0,0,餐饮,中式餐饮,1,425.04848481753083
137,B2094656D364A2FF4798,小小蒸碗骨头馆,,114.85889,38.03086,311,中餐厅,0,0,餐饮,中式餐饮,1,145.50812872218472
138,B2094656D364A2FF499B,百姓放心包子第四厅,,114.85939,38.03269,311,餐饮美食,0,0,餐饮,其它,1,64.88693886312329
139,B2094656D364A2FF4999,昌盛宴会厅,,114.85921,38.03875,311,中餐厅,0,0,餐饮,中式餐饮,1,134.1281614352737
140,B2094656D364A2FF499C,鑫圆美食城,,114.85879,38.03759,311,中餐厅,0,0,餐饮,中式餐饮,1,72.27670231898698
141,B2094656D364A2F8409B,福仁居,,114.85879,38.03694,311,中餐厅,0,0,餐饮,中式餐饮,1,72.27670231898698
142,B2094751DB65AAFE4092,齐洽蜀香饭店,近郊无极县齐洽旧转鼓区门口,114.96265,38.12618,311,四川菜,1,1,餐饮,中式餐饮,1,1506.977383770074
143,B2094757D56FA2FF4692,顺兴羊肉馆,中国河北省藁城市S234,114.95218045,38.03820855,311,中餐厅,0,0,餐饮,中式餐饮,1,3023.7873055296286
144,B2094757D56FA1FB4299,麒麟酒家,中国河北省藁城市,114.86532986,38.03599284,311,中餐厅,0,0,餐饮,中式餐饮,1,132.39132948758538
145,B2094757D768A6F9419F,奥尔良烤鸡,迎宾大道376-1号北国超市内,114.8936694,38.0290859,311,烧烤,0,0,餐饮,中式餐饮,1,0.0
146,B2094757D769A7FC409B,周黑鸭 迎宾大道店,迎宾大道376-1号北国超市内,114.8936694,38.0290859,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,1,0.0
147,B2094757D76AA3F9499E,香掉渣烧饼,迎宾大道376-1号北国超市内,114.8936694,38.0290859,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,1,0.0
148,B2094757D76BA1FC429C,百特鸡煲,桥东区胜利路178号(冀兴花园对面),114.85908,38.03216,311,火锅店,0,0,餐饮,中式餐饮,1,38.27559674716552
149,B2094757D765A0FF4492,鹏辉鸡煲之家,近郊藁城市市府东路(东城幼儿园对面),114.8668,38.03627,311,河北菜,0,0,餐饮,中式餐饮,1,132.39132948758538
150,B2094656D368A0F94493,天成酒家,,114.96755,38.17713,311,中餐厅,0,0,餐饮,中式餐饮,1,53.73634782596629
151,B2094457D16BA3FC409A,香格里拉,河北省 石家庄市 亚龙湾,114.96319,38.16342,311,餐饮美食,1,1,餐饮,其它,1,1338.3927424459546
152,B2094656D364A2F4409E,上海蛋糕面包房分店,,114.8602,38.0355,311,糕饼店,1,0,餐饮,甜点饮品,1,43.79018241774907
153,B2094656D364A2F44092,藁兰拉面,,114.8607,38.0355,311,中餐厅,0,0,餐饮,中式餐饮,1,34.17443474821032
154,B2094656D364A2F44093,满意快餐馆,,114.86109,38.03551,311,中餐厅,0,0,餐饮,中式餐饮,1,34.17443474821032
155,B2094656D364A2F44192,阿辉餐馆,,114.86271,38.03589,311,中餐厅,0,0,餐饮,中式餐饮,1,54.3109248561615
156,B2094656D364A2F4429E,布衣阁快餐厅,,114.86101,38.03588,311,中餐厅,0,0,餐饮,中式餐饮,1,2.6273973147206697
157,B2094656D364A2F4429F,吉源蛋糕房,,114.86098,38.03588,311,糕饼店,0,0,餐饮,甜点饮品,1,2.6273973147206697
158,B2094656D364A2F44399,保定府,,114.8579,38.03583,311,综合酒楼,0,0,餐饮,中式餐饮,1,92.84143385258601
159,B2094656D364A2F4449B,大拇指蛋糕房,,114.85684,38.03582,311,糕饼店,0,0,餐饮,甜点饮品,1,40.638708888096865
160,B2094457D36FA5FF4598,三十一种口味冰淇凌店,河北省 石家庄市 刚果布拉柴维尔,114.8677,38.03757,311,餐饮美食,0,0,餐饮,其它,1,164.64630370894446
161,B2094751DB65A1F5479D,川江府,桥东区平安大街(栗中路东侧),115.21615,38.0386,311,四川菜,0,0,餐饮,中式餐饮,1,0.0
162,B2094751DB65A6F54492,紫韵阁粗粮馆,桥东区平安大街东侧(近中基礼域),115.21615,38.0386,311,餐饮美食,0,0,餐饮,其它,1,0.0
163,B2094757D768A0FD469B,洪财烤肉,平安大街与中山路交叉口市招待处院内(近世纪公园),115.2161573,38.0386079,311,烧烤,0,0,餐饮,中式餐饮,1,1.086449914060833
164,B2094757D56FA7F4449F,小肥羊(西苑街),西苑街130,115.19682753,38.17933187,311,火锅店,54,23,餐饮,中式餐饮,1,379.6920109605713
165,B2094656D364A1FA489F,(辛集服务区)餐厅(1),,115.20251,38.0233,311,中餐厅,9,1,餐饮,中式餐饮,1,2078.845600293432
166,B2094450D16DABF84399,河北省晋州市海滩村浩冲饭店,河北省 石家庄市 河北省晋州市海滩村集市东北角,115.18836,38.08849,311,餐饮美食,0,0,餐饮,其它,1,5851.392052906345
167,B209475CD069A4F44993,心岛怡岸养生餐厅,平山县温塘温塘路1号,113.99516,38.26433,311,中餐厅,0,0,餐饮,中式餐饮,2,254.18657012380123
168,B209475CD36FA6FC429E,白鹿温泉餐厅,平山县温塘镇(近西柏坡),113.97354,38.26729,311,河北菜,0,0,餐饮,中式餐饮,2,1915.9999197701175
169,B2094757D76BA1FE4892,平山县旅游服务中心,近郊平山县温塘镇(近温塘镇政府),113.99657,38.26633,311,河北菜,0,0,餐饮,中式餐饮,2,254.18657012380123
170,B2094454D16FA3FC4493,胡欣月,河北省 石家庄市 香港街九龙区,114.20473,38.25908,311,餐饮美食,0,0,餐饮,其它,2,213.6084971102981
171,B209475CD068A7F94892,福盛庄园,平山县电厂路南义洋村南,114.22416,38.25075,311,河北菜,0,0,餐饮,中式餐饮,2,406.7841931832411
172,B209475CD069A4F44792,香乐基,平山县冶河东路,114.20465,38.25716,311,快餐厅,0,0,餐饮,小吃快餐,2,213.6084971102981
173,B209475CD069A4F5419B,米莎贝尔 平山县店,平山县建设北大街28号,114.1839,38.26431,311,甜品店,0,0,餐饮,甜点饮品,2,350.56392687045224
174,B209475CD06EA5FF4292,万溢香,平山县东川街,114.21414,38.25815,311,河北菜,0,0,餐饮,中式餐饮,2,271.9121006729798
175,B209475CD36FA7FF429D,五洲饭店,平山县桥西建设北大街6号(近县政府),114.18426,38.26117,311,河北菜,0,0,餐饮,中式餐饮,2,350.56392687045224
176,B2094456D064AAFE449B,北京市,河北省 石家庄市 海淀区成府路,114.21969,38.25178,311,餐饮美食,3,2,餐饮,其它,2,406.7841931832411
