OBJECTID,poiid,title,address,lon,lat,city,category_sec,checkin_num,photo_num,category_fst,C1km,C2km,C3km
1,B2094753DA6EA2F8419A,水郡花洲,灵寿横山岭水库正南公路,114.164257,38.586015,311,住宅区,2,2,小区,0,0,0
2,B2094752D26AA2FB419D,河北省行唐县御城花园,,114.536093,38.436829,311,住宅区,1,0,小区,1,10,17
3,B2094753DA6EA3F44599,阳光河谷,平山温塘镇东侧,114.001436,38.260626,311,住宅区,0,0,小区,3,3,4
4,B2094753DA6EA3F4439D,卡纳小镇,石闫公路与温塘河口,114.00547,38.259413,311,住宅区,0,0,小区,1,3,4
5,B2094753DA6EA2FB459F,月光溪谷,蟠龙湖区域,114.341197,37.825608,311,住宅区,0,0,小区,0,0,1
6,B2094753DA6EA2FA4193,圣地亚水岸生活馆,蟠龙湖风景区,114.344587,37.824972,311,住宅区,0,0,小区,0,0,2
7,B2094753DA6EA2F94298,碧水别墅,蟠龙湖度假村,114.394305,37.804935,311,住宅区,0,0,小区,0,0,0
8,B2094753DA6EA2F84698,麓港小镇,蟠龙湖畔南岸风景区,114.341218,37.825565,311,住宅区,0,0,小区,0,0,1
9,B2094753DA6FA2FB459E,泊岸南山,潘龙湖南岸,114.395335,37.802816,311,住宅区,0,0,小区,0,0,0
10,B2094753DA6FA2FB469B,新景家园,翟营大街与学苑路交口,114.18035,37.723487,311,住宅区,0,0,小区,3,3,3
11,B2094753DA6FA2FB429F,天山龙湖湾,蟠龙湖旅游风景区南岸,114.179277,37.724429,311,住宅区,0,0,小区,3,3,3
12,B2094750D564A7F8409B,清凉盛景,平山驼梁景区售票处西北150米,113.802223,38.720608,311,住宅区,0,0,小区,3,3,3
13,B2094750D56AAAFA459B,驼梁中台山,平山县驼梁风景区中台山村东,113.81012,38.72034,311,住宅区,0,0,小区,3,3,3
14,B2094750D56BA6F5439E,孔雀湖原乡国际假日基地,行唐县口头水库西侧,114.369907,38.617541,311,住宅区,4,2,小区,0,0,0
15,B209475DD768A5FF479E,太行水乡度假小区,平山平山县拦道石红色生态风景区境内,113.754501,38.584673,311,住宅区,1,1,小区,0,0,0
16,B2094750D56AAAFF409F,洪洲花园,平山县古月镇西洪子店,113.862305,38.307181,311,住宅区,0,0,小区,0,0,0
17,B2094750D56BA4FB4393,西柏坡国御温泉度假小镇,平山温塘镇东部,114.004784,38.263524,311,住宅区,1,0,小区,3,3,4
18,B2094750D56AABFA499E,天山龙湖世界,蟠龙湖旅游风景区南岸西侧,114.343506,37.82443,311,住宅区,1,1,小区,0,0,2
19,B2094750D564A7F84693,麟凯江山墅,元氏县境内蟠龙湖风景区,114.38055,37.816293,311,住宅区,0,0,小区,0,1,1
20,B2094750D56AA3FD499E,龙城山湖颂,元氏装院路168号,114.399736,37.819844,311,住宅区,0,0,小区,0,0,1
21,B2094750D564A4FF479F,峰豪度假村,井陉县苍岩山景区,114.152412,37.830938,311,住宅区,3,0,小区,0,0,0
22,B2094656D364A6FF4099,蕃茄花园,,114.38545,37.6617,311,住宅区,0,0,小区,26,45,45
23,B2094750D564A7FD409E,上山间,石家庄市西部山前生态区，山前大道608号,114.309311,37.973974,311,住宅区,16,15,小区,0,1,2
24,B209475DD768A7FF4492,龙凤湖田园度假村全茂山庄,鹿泉铜冶镇羊角庄村,114.375916,37.949071,311,住宅区,7,1,小区,0,0,14
25,B2094753DA6FA2FB439F,梅迪雅逸墅,龙凤湖北岸,114.38069,37.929449,311,住宅区,0,0,小区,1,1,1
26,B2094750D569AAFD479D,天下财富湾,鹿泉市龙凤湖景区龙凤湖北岸,114.381666,37.929034,311,住宅区,3,2,小区,1,1,1
27,B2094750D569AAF44099,中堂,鹿泉市龙凤湖度假风景区龙凤湖南岸,114.382567,37.921339,311,住宅区,0,0,小区,1,1,1
28,B2094750D564A7FE489C,山水龙庭,元氏姬村镇城郎村村北,114.418316,37.891383,311,住宅区,1,1,小区,1,4,4
29,B2094753DA6EA3FB429B,翠堤湾水岸,蟠龙湖南案风景区,114.419174,37.899985,311,住宅区,0,0,小区,1,3,4
30,B2094753DA6EA3F5449E,天籁山水清音,鹿泉市省城西南龙凤湖畔,114.379166,37.928196,311,住宅区,0,0,小区,1,1,1
31,B2094753DA6EA2FF4999,中道佳馨,龙凤湖风景区,114.379692,37.929034,311,住宅区,0,0,小区,1,1,1
32,B2094750D56AA3FC4598,茗仁嘉苑,鹿泉龙凤湖景区北岸,114.380207,37.929105,311,住宅区,0,0,小区,1,1,1
33,B2094750D56AA3FC459D,水玲珑,庄院路259号，东郭村村北即到(封龙山前，龙凤湖畔),114.403338,37.914808,311,住宅区,1,1,小区,0,1,3
34,B2094750D56BAAF9439A,奥冠水悦龙庭,山前大道凤凰山北侧,114.309483,37.94677,311,住宅区,1,1,小区,1,1,1
35,B2094757D56FA5F5439C,河北工院学生公寓,中国河北省石家庄市区,114.470185,37.97657986,311,住宅区,5917,1936,小区,8,12,48
36,B2094656D06CA3FD409C,宫家庄新世纪小区,,114.46612,37.97846,311,住宅区,87,37,小区,8,21,68
37,B2094757D56FA1FF489D,河北工院学生公寓(北门),中国河北省石家庄市区,114.47012044,37.97723443,311,住宅区,106,22,小区,8,12,49
38,B2094750D56AA4F94498,翡翠城,栾城107国道和南三环交叉口南行四公里窦妪镇,114.510498,37.902558,311,住宅区,0,0,小区,0,1,1
39,B2094454D26CABFF439B,洨龙湾,裕翔街与南三环交叉口,114.51376,37.913597,311,住宅区,0,0,小区,0,1,2
40,B209475DD768A1F54092,帝城阳光,石铜路沿线与红旗路交口,114.38068974,37.96710155,311,住宅区,0,0,小区,13,13,13
41,B209475DD768A6FA469C,南国新大陆,裕翔街与衡井线交汇处,114.541569,37.906554,311,住宅区,0,0,小区,0,1,1
42,B209475DD768ABF8429A,8090.0,石铜路与西南三环交汇处东南角,114.39994812,37.97206963,311,住宅区,0,0,小区,0,13,15
43,B2094750D569ABF54599,铜城丽都,鹿泉市石铜路和获铜路交口西北角,114.381752,37.967749,311,住宅区,0,0,小区,13,13,13
44,B2094750D569AAF5409C,四季阳光城,红旗大街南头,114.481943,37.939336,311,住宅区,2,2,小区,0,4,4
45,B2094750D56AA3FD419A,十里洋房,胜利大街与南三环交叉口西南角,114.499061,37.952344,311,住宅区,1,1,小区,0,2,16
46,B2094750D56BA1FC469A,俪城兰庭,桥西红旗大街南沿线，与西南高校区及环城水系相邻,114.461746,37.933367,311,住宅区,0,0,小区,4,4,4
47,B2094750D564A3FD4693,四季花城,红旗大街与南二环交口南行500米路西,114.471303,37.946942,311,住宅区,0,0,小区,0,4,4
48,B2094750D564A3F5439C,海兰嘉园,红旗大街与东营北街交口南行500米路东,114.471016,37.940542,311,住宅区,1,0,小区,0,4,4
49,B2094750D564A5F9499B,都市新城,桥西红旗南大街西侧(寺家庄镇镇府西边),114.460613,37.936576,311,住宅区,0,0,小区,0,4,5
50,B2094753DA6EA3F4489F,水语春天,位于良村开发区以东,114.439151,37.957954,311,住宅区,0,0,小区,0,1,1
51,B2094753DA6EA3F4499A,城南春晓,胜利南大街,114.508352,37.95594,311,住宅区,0,0,小区,2,8,27
52,B2094753DA6EA3F54593,岸溪,鹿泉开发区,114.521055,37.932622,311,住宅区,1,1,小区,1,1,2
53,B2094750D564A3FE4199,城果,新胜利大街南延线新火车站出南二环南行2000米,114.504662,37.954485,311,住宅区,7,4,小区,1,2,16
54,B2094750D564A7F54692,城市印象,鹿泉红旗大街南头西行1000米寺家庄镇中心,114.468613,37.938782,311,住宅区,0,0,小区,4,4,4
55,B2094750D564A6FE4793,城市傲居,红旗大街与南三环交口南行1500米路西,114.460201,37.967343,311,住宅区,0,0,小区,0,8,13
56,B2094750D564A6F84492,理想城,桥西红旗大街南延线寺家庄镇(南三环交口西南角),114.450964,37.938825,311,住宅区,0,0,小区,0,4,5
57,B2094750D564A6FB4593,柠檬小镇,桥西红旗大街南三环交口南行1000米路西,114.464235,37.970185,311,住宅区,3,2,小区,3,8,23
58,B2094750D564ABFF479F,天冠城,桥西红旗大街与南三环交叉口南头,114.465566,37.969517,311,住宅区,0,0,小区,3,8,22
59,B2094750D56BA7FA4898,福城,栾城新开街与宏达路交口处,114.655037,37.894261,311,住宅区,1,0,小区,27,34,34
60,B2094750D564A3F44498,沸点名邸,栾城县宏远路与华兴街交叉口南行20米路东,114.639244,37.90222,311,住宅区,0,0,小区,2,23,34
61,B2094750D569A4FB489E,花溪里,栾城308国道与88米大道交口东南处,114.601822,37.925886,311,住宅区,1,1,小区,0,1,1
62,B2094750D569AAFE4492,现代阳光园,其他区栾城宏达路与新开街交叉口路南,114.653622,37.88132,311,住宅区,2,1,小区,17,30,35
63,B2094750D569AAFE469E,天山新伯爵,栾城县惠源路45号(体院馆东临),114.650433,37.882256,311,住宅区,2,2,小区,18,30,35
64,B2094750D569AAFF4698,学府一品,其他区栾城县丰泽大街与宏达路交汇处,114.64178,37.894441,311,住宅区,0,0,小区,10,34,36
65,B2094750D56AA6FB409B,尚城,栾城308国道与圣雪路交叉口,114.658127,37.894905,311,住宅区,0,0,小区,17,34,34
66,B2094750D564A6FB4892,尚城丽都,栾城裕泰路和丰泽街北大街交叉口，县政府北侧,114.647141,37.902423,311,住宅区,0,0,小区,5,28,35
67,B2094753DA6EA2FF4598,东坡家园,湘江大道太行大街交口,114.649168,37.893753,311,住宅区,0,0,小区,22,34,36
68,B2094753DA6EA2F94098,栾城水榭花都,裕泰路与丰泽大街交叉口,114.646454,37.897225,311,住宅区,1,1,小区,11,33,35
69,B2094750D56AAAF44299,华鼎孔雀城,栾城环城西路与裕泰路交口西南,114.620018,37.907231,311,住宅区,0,0,小区,1,1,5
70,B2094750D56BA7FA4193,神农福地,南三环308国道与衡井线交口东行6公里,114.682846,37.915763,311,住宅区,1,1,小区,0,0,3
71,B2094750D564A3FF459F,尚客怡园,太行大街与南三环交叉口南行1000米路东,114.652033,37.936345,311,住宅区,0,0,小区,0,0,1
72,B2094750D564A4FF4498,承翰世家,栾城裕泰路与新开大街交口西北角(栾城县政府东临),114.650005,37.900372,311,住宅区,0,0,小区,9,33,35
73,B2094753DA6EA2F9499E,中润怡园,藁城市正无路与机场路交口南行100米路西,114.900341,37.974583,311,住宅区,0,0,小区,0,1,1
74,B2094750D564A2F44592,贯庄四季花城,藁城衡井线与藁贾路交叉口西行1000米路南,114.878961,37.953538,311,住宅区,0,0,小区,0,0,0
75,B2094750D56AAAFB4593,富达山庄,石家庄市井陉县县材库南侧100米,114.158936,38.026459,311,住宅区,0,0,小区,0,4,4
76,B2094750D564A7FB489C,燕春星河国际,井陉矿区平涉路入区口,114.071732,38.059445,311,住宅区,0,0,小区,0,0,0
77,B2094750D56AAAFF4693,锦秀乾城,井陉县秀林镇棋盘岭平涉路路东秀林中学对过,114.084091,38.002656,311,住宅区,0,0,小区,2,2,3
78,B2094751D46BAAFB4492,尚都花园,河北省石家庄辛集市,115.229732,37.939036,311,住宅区,19,9,小区,7,40,101
79,B2094752D56CA4FD439E,石家庄朱雀门,井陉县秀林镇棋盘岭平涉公路东,114.095764,38.081068,311,住宅区,193,4,小区,0,0,0
80,B209475DD768A0FC4992,悠然居,石家庄鹿泉市抱犊寨山下,114.29008483,38.07701345,311,住宅区,0,0,小区,1,1,30
81,B2094750D564ABFD439C,大者,抱犊寨风景区东侧北斗路与观景大街交口南行800米路西,114.290686,38.087013,311,住宅区,3,3,小区,1,2,33
82,B209475DD46EA4F9439E,石家庄幸福家园社区,,114.86,38.064,311,住宅区,0,0,小区,0,0,5
83,B2094656D365A0F54798,阳光花园(正大小区西),,114.96503,38.17017,311,住宅区,109,73,小区,5,28,29
84,B2094656D365A4FC459B,正大小区,,114.96638,38.1701,311,住宅区,27,9,小区,5,28,29
85,B2094656D365A7FB4798,安康花园(正大小区西北),,114.96433,38.17125,311,住宅区,42,12,小区,10,28,29
86,B2094656D364AAFA489F,安康之家,昌盛北街2,114.85884,38.0317,311,住宅区,1,1,小区,75,146,165
87,B2094656D364A2FF499A,齐心家园,,114.85938,38.03257,311,住宅区,0,0,小区,73,143,165
88,B2094753DA6EA3FB459D,御温泉渡假小镇,石家庄市区以东16公里紧邻307国道,114.864807,38.031749,311,住宅区,0,0,小区,35,115,167
89,B2094656D364A2F4439E,天健装饰装修特训营学员宿舍,,114.85798,38.03583,311,住宅区,1,1,小区,77,139,165
90,B2094753DA6EA2FB479F,银虹花园,炼油厂工业区,115.145559,38.01777,311,住宅区,0,0,小区,0,0,0
91,B2094656D365A1FE469F,神池花园,平山县温塘镇石闫路,113.98042,38.26528,311,住宅区,13,7,小区,1,4,4
92,B2094656D365A7FF479C,清清世界度假村,,113.97772,38.26913,311,住宅区,11,1,小区,1,3,4
93,B2094757D768A6FA4398,欧陆苑,近郊平山县温塘镇,113.986849,38.259371,311,住宅区,0,0,小区,1,4,4
94,B2094750D569AAFF499D,卓达假日公馆,其他区平山温塘镇东侧,113.988925,38.260544,311,住宅区,0,0,小区,2,4,4
95,B2094753DA6FA2FB469D,星期八假日,平山县温塘镇,113.97337,38.261738,311,住宅区,0,0,小区,1,2,4
96,B2094750D569AAFE459F,东方波尔多庄园,平山县温塘镇中心侧,113.987397,38.261237,311,住宅区,0,0,小区,2,4,4
97,B2094750D569AAF8429F,华域御水蓝庭,其他区平山温塘镇东入口处石闫公路南侧,113.989939,38.261814,311,住宅区,0,0,小区,3,4,4
98,B2094750D569AAF8499D,温泉桃花城,其他区平山温塘镇,113.988271,38.259245,311,住宅区,0,0,小区,1,4,4
99,B2094750D569AAFB409F,温泉国际,西北方向太行山与华北平原交界处,113.990879,38.260963,311,住宅区,1,1,小区,3,4,4
100,B2094750D564A0FD4399,林屿森林别墅,温塘镇温塘河西岸石闫公路南侧,113.986759,38.259615,311,住宅区,0,0,小区,1,4,4
101,B2094750D564A7F54793,汤城香格里,平山温塘站前商业街东200米路南,113.990707,38.259211,311,住宅区,0,0,小区,2,4,4
102,B2094753DA6EA3F5479D,神州花园,温塘镇,113.986802,38.260457,311,住宅区,0,0,小区,1,4,4
103,B2094753DA6EA2FA4493,滨河峻景,平山温塘镇,113.990729,38.263204,311,住宅区,0,0,小区,3,4,4
104,B2094753DA6EA2F4419F,格林童话,温塘镇,113.987188,38.260963,311,住宅区,0,0,小区,1,4,4
105,B2094753DA6EA2F5419B,莱茵假日,平山温塘镇,113.995825,38.263145,311,住宅区,1,0,小区,3,4,4
106,B2094753DA6EA1FC4899,颐和山水,温塘镇西南鹿台,113.989334,38.257593,311,住宅区,0,0,小区,1,4,4
107,B2094753DA6EA1F8479B,温泉假日,温塘镇温泉东路,113.990214,38.264147,311,住宅区,1,0,小区,3,4,4
108,B2094750D56BA0FF4999,华威三十七英里,石家庄市平山县温塘镇东入口西行300米，石闫公路南侧,113.984528,38.260828,311,住宅区,0,0,小区,0,4,4
109,B2094454D26CAAF8489D,西柏坡国御温泉度假小镇御山美墅,平山县温塘镇东,114.2337799,38.24680841,311,住宅区,0,0,小区,1,4,8
110,B2094454D26CABFD449A,石家庄逸格,平山县柏坡东路与蒲胜大街交口东南角,114.22245,38.252471,311,住宅区,0,0,小区,5,8,8
111,B209475DD768A4FA469D,滨河雅园,平山县冶河西路68号(新县医院对过),114.192581,38.259497,311,住宅区,0,0,小区,3,6,10
112,B2094753DA6FA2FB4198,温塘兰溪谷,平山温塘镇,114.228512,38.267517,311,住宅区,0,0,小区,0,5,8
113,B2094750D569AAFC4192,东岸酷博,平山温塘车站西行200米路北,114.18927,38.256898,311,住宅区,0,0,小区,2,5,9
114,B2094750D569AAF9479E,盛景华庭,其他区平山县平光南街和建材街交叉口向东150米,114.206334,38.24913,311,住宅区,0,0,小区,2,8,10
115,B2094753DA6EA2FC4298,水云涧,平山县西北部驼梁风景区,114.217097,38.255799,311,住宅区,0,0,小区,5,8,9
116,B2094753DA6EA2FE479F,天圣华庭,平山县商贸中心南,114.212279,38.261266,311,住宅区,0,0,小区,5,8,10
117,B2094753DA6EA2FF409C,假日听海,岗南镇,114.203439,38.250718,311,住宅区,0,0,小区,3,8,10
118,B2094753DA6EA2FF489E,龙山先生,九龙山风景区内,114.215841,38.25734,311,住宅区,0,0,小区,6,8,10
119,B2094753DA6EA2F44098,温泉绿色庄园,平山县温塘镇,114.189277,38.250819,311,住宅区,0,0,小区,0,5,9
120,B2094753DA6EA2F44593,温泉山庄,平山温塘镇泉眼南,114.203246,38.256178,311,住宅区,0,0,小区,4,10,10
121,B2094752D26DA0FC4793,老街坊炖骨馆,近郊平山县外环路南义羊村东,114.24087,38.23851,311,住宅区,0,0,小区,0,1,4
122,B2094656D368A0F84198,秦庄荷花园,,114.34364,38.21781,311,住宅区,0,0,小区,0,0,1
123,B2094750D56BABFB429B,国际空港花园,正定新区京珠高速以东，机场路以南东平乐(正定四中南行150米路西),114.681258,38.266927,311,住宅区,0,0,小区,57,59,61
124,B2094750D56AAAF4459B,空港家合小镇,空港新区,114.706364,38.274171,311,住宅区,0,0,小区,3,58,61
125,B2094750D56BA6FA439D,空港国际,正定新区国际机场新建航站楼西500米,114.687412,38.27719,311,住宅区,21,16,小区,57,61,61
126,B2094750D56BA6F44293,北辰商务花园,北二环和东二环交叉口西北角,114.619263,38.194212,311,住宅区,0,0,小区,0,0,0
127,B2094750D564A1F44792,树林新村,正定新区正定国际物流园南邻,114.592209,38.178291,311,住宅区,0,0,小区,0,0,13
128,B2094750D564ABF94393,新安家园,正定新区107国道与绕城高速交口北行500米路东新安镇政府南邻,114.622679,38.214446,311,住宅区,1,0,小区,0,1,1
129,B2094750D564ABF9459D,福郡雅居,正定新区107国道与机场路交叉口北行800米路东,114.650917,38.260289,311,住宅区,0,0,小区,0,0,0
130,B2094750D564ABF94498,居鑫苑,正定新区正行路与正灵路交叉路口北行1.5公里路东,114.792589,38.136892,311,住宅区,0,0,小区,0,0,0
131,B2094656D368A0F84293,春草苑,,114.98856,38.17731,311,住宅区,21,9,小区,9,26,30
132,B2094752D56CA6FB4498,紫晶名门,深泽县北苑路与西苑街交叉口西行300米路北,115.196288,38.191514,311,住宅区,1,1,小区,1,5,5
133,B2094750D564A0FE419D,塞纳河谷,深泽县医院东行300米,115.213966,38.185248,311,住宅区,1,0,小区,2,5,5
134,B2094656D365A0F9479B,富泽园,,115.20362,38.19198,311,住宅区,361,130,小区,2,5,5
135,B209475DD16EA4F94492,北方明珠住宅小区,河北省 石家庄市 深泽县北苑路,115.205856,38.192943,311,住宅区,6,1,小区,2,5,5
136,B2094750D564A0FD479B,兴和苑,深泽县后马里村马里办事处东临,115.30838,38.190165,311,住宅区,0,0,小区,1,1,1
137,B2094750D569AAFE449D,峰林湖畔,其他区平山岗南镇岗南水库旁,114.035854,38.319707,311,住宅区,1,0,小区,0,2,2
138,B209475DD768A4F94993,神池龙泉溪,平山县温塘镇石闫路往西至桃园街路东,113.999634,38.269454,311,住宅区,0,0,小区,3,3,4
139,B2094753DA6FA2FB469C,乐城,温塘镇西岸宾馆西边,113.99369,38.289869,311,住宅区,0,0,小区,0,0,3
140,B2094753DA6EA2FA479B,水印长滩,岗南水库上游,114.02298,38.32772,311,住宅区,0,0,小区,2,2,2
141,B2094753DA6EA2F44698,千百度澜珊,温塘镇东边301省级公路对面,114.002638,38.266287,311,住宅区,0,0,小区,3,3,4
142,B2094750D56BA6FB4098,家和苑,中华北大街交正灵公路东南角,114.515948,38.222302,311,住宅区,0,0,小区,0,0,2
143,B2094750D56BA5FF439A,水郡花洲,灵寿县横山湖水库北岸,114.388962,38.307719,311,住宅区,0,0,小区,2,5,5
144,B2094753DA6EA2FD4299,观澜逸品,横山湖旅游度假区北岸,114.376001,38.306457,311,住宅区,0,0,小区,2,5,5
145,B2094753DA6EA1FE489B,东城小区,灵寿县城附近,114.386644,38.299671,311,住宅区,0,0,小区,2,3,5
146,B2094656D365A7FD4498,敬业公寓,,114.13931,38.37017,311,住宅区,81,19,小区,2,3,3
147,B209475DD768A4FC4792,藏龙镇,平山县南甸镇王坡乡黄金寨旅游区北邻,114.117737,38.392263,311,住宅区,0,0,小区,0,1,3
148,B2094752D56CA6FB469C,盛世名门,行唐县城东桥头南行150米路西,114.564743,38.42616,311,住宅区,0,0,小区,2,15,17
149,B209475DD06CA2FF4098,花园小区,香港路2号,114.569595,38.432044,311,住宅区,0,0,小区,3,16,17
150,B2094656D365A5F5499D,泰和花园,,114.67841,38.35624,311,住宅区,78,24,小区,7,17,19
151,B2094656D365A2FE419E,颐和花园,,114.68092,38.33531,311,住宅区,36,12,小区,1,14,19
152,B2094656D365A7FC4792,建安小区,,114.69396,38.34626,311,住宅区,37,14,小区,9,18,21
153,B2094753DA6EA3F44292,元亨家园,幸福路以北,114.67864,38.357744,311,住宅区,6,1,小区,5,17,19
154,B2094656D364A6FE469A,馨苑小区,,114.39703,37.66496,311,住宅区,399,88,小区,33,45,45
155,B2094656D364AAF5459C,凤城花园,,114.61025,37.59706,311,住宅区,94,32,小区,11,41,47
156,B2094656D364A6F44892,阳光花园,,114.60556,37.61466,311,住宅区,219,75,小区,25,46,47
157,B2094656D364A5FC469F,信合怡园,,114.60773,37.59816,311,住宅区,12,3,小区,14,45,47
158,B2094656D364A6F5429E,供电局生活区,,114.60832,37.60779,311,住宅区,9,3,小区,43,46,47
159,B2094750D569AAFE409F,碧水明珠,其他区域石家庄市元氏县蟠龙湖南岸,114.514408,37.750048,311,住宅区,0,0,小区,13,57,90
160,B2094750D569AAFE419A,泊岸南山,其他区域元氏县潘龙湖南岸,114.513609,37.74793,311,住宅区,0,0,小区,7,36,88
161,B2094656D364A0FB479D,东关小区,,114.52199,37.75479,311,住宅区,15,4,小区,36,90,94
162,B209475DD768A6FD499E,金桥天海湾,元氏县常山路与西环交口西北,114.50174328,37.76747594,311,住宅区,0,0,小区,0,36,73
163,B2094750D569AAFD449E,享墅,其它区元氏县蟠龙湖南案风景区,114.515547,37.758037,311,住宅区,0,0,小区,32,75,94
164,B2094753DA6EA2FA4693,大湖之翼,蟠龙湖风景区,114.509082,37.744521,311,住宅区,0,0,小区,0,19,75
165,B2094753DA6EA2F54698,心海湾,岗丘路石炼宾馆斜对面,114.516163,37.758501,311,住宅区,2,0,小区,37,84,94
166,B2094753DA6EA1FC419D,蟠龙湖别墅,蟠龙湖景区,114.510627,37.745896,311,住宅区,1,1,小区,0,24,79
167,B2094750D569AAFF419B,天怡庄园,其他区赵县柏林大街北头路东,114.767279,37.749472,311,住宅区,1,1,小区,72,138,143
168,B2094750D564A6FB479E,中央逸家,赵县重点中学西邻,114.771595,37.752869,311,住宅区,1,0,小区,83,140,140
169,B209475DD768A1FC419C,翡翠华庭,常山路与槐阳大街交口北行400米路西(北国商城北行400米路西),114.53650472,37.76793456,311,住宅区,1,1,小区,18,82,94
170,B2094656D364A7FE4093,小区(槐阳镇人民政府北),,114.53632,37.77152,311,住宅区,14,3,小区,12,77,94
171,B2094656D364A7FE449F,怡景嘉园,,114.52099,37.76649,311,住宅区,82,36,小区,36,92,94
172,B2094656D364A7FE4492,银苑小区,,114.51976,37.76648,311,住宅区,45,12,小区,36,89,94
173,B2094656D364A0FB4892,双龙花园,,114.52674,37.75498,311,住宅区,130,77,小区,36,90,94
174,B2094750D569ABF5469E,岸乡,其它区元氏蟠龙湖南岸紧临工行度假村,114.535874,37.764831,311,住宅区,0,0,小区,30,90,94
175,B2094750D564A0FB4793,元氏盛世华庭,元氏县常山路槐阳大街北行500米路东,114.538822,37.770019,311,住宅区,0,0,小区,12,75,94
176,B2094750D564A7FB4793,元氏天山水榭花都,元氏县常山路县一中对过,114.520111,37.775057,311,住宅区,35,16,小区,11,52,94
177,B2094750D564A6F8459E,雅仕兰庭,元氏常山路与槐阳大街交口北行100米,114.536934,37.768544,311,住宅区,0,0,小区,16,82,94
178,B2094656D364A7FD409A,工商银行生活小区,,114.52563,37.75796,311,住宅区,10,5,小区,51,91,94
179,B2094656D364A7FE469C,六合苑,,114.51476,37.76605,311,住宅区,27,9,小区,32,80,94
180,B2094656D364A7FE489F,扬华小区,,114.52406,37.76604,311,住宅区,1,0,小区,39,94,94
181,B2094753D56DAAFA409B,北苑花园,河北省 石家庄市 元氏县 常山路163号,114.5167,37.765998,311,住宅区,1,0,小区,39,83,94
182,B2094757D56FABFE419E,卓达太阳城,栾城308国道与南三环交汇处路北,114.5969656,37.9498584,311,住宅区,712,396,小区,1,1,1
183,B2094750D564A2F44893,恒大雅苑,裕华翟营南大街与广源路交叉口(方郄路178号),114.567661,37.979995,311,住宅区,519,291,小区,1,5,39
184,B2094750D56AAAFA4899,东龙府邸,裕华谈固大街南延线与308国道交口西南方,114.561803,37.971677,311,住宅区,9,5,小区,2,2,15
185,B209475DD768A3F44499,卓达太阳城希望之洲,石家庄308国道与京港澳高速交口东侧,114.5877457,37.95286016,311,住宅区,1,0,小区,0,1,2
186,B209475DD768ABFA419F,卓达太阳城青年之都,石家庄308国道与京港澳高速交口东侧,114.59220888,37.95338167,311,住宅区,0,0,小区,0,1,1
187,B2094750D56BA7FB469D,万和城,裕翔街与环城水系交口东南角,114.535904,37.958546,311,住宅区,0,0,小区,0,6,27
188,B2094750D56AAAF5469A,新谊家园,卓达太阳城南行200米，308国道东侧,114.598056,37.947819,311,住宅区,0,0,小区,1,1,1
189,B2094753DA6EA2F5419E,卓达太阳城汉府,石栾公路与京珠高速交叉口,114.589205,37.952675,311,住宅区,1,0,小区,0,1,1
190,B2094753DA6EA1FC479E,佳琳花园,翟营大街南头,114.567404,37.979792,311,住宅区,0,0,小区,1,5,37
191,B2094752D56CA4FB439E,泊水湖1号,东二环与南二环交口南行约2000米,114.577446,37.978033,311,住宅区,0,0,小区,0,4,10
192,B2094753D564A5F4429E,千禧花园,河北省 石家庄市 建设街，文昌路,115.225006,37.916599,311,住宅区,29,12,小区,61,83,108
193,B2094750DB6AA2FB4492,芳华小区,河北省辛集市芳华小区,115.235671,37.923984,311,住宅区,39,17,小区,3,62,116
194,B2094751D26FA6FB4992,明珠花园,辛集市明珠花园小区,115.206718,37.929267,311,住宅区,40,19,小区,10,94,116
195,B2094656D365A5F4429E,河北辛集化工集团三生活区,,115.22179,37.90708,311,住宅区,2,0,小区,15,75,86
196,B2094750DA69ABFB449C,千禧花园,,115.222595,37.914871,311,住宅区,2,0,小区,66,82,102
197,B2094750D26EA6F54092,古城花园,河北省 石家庄市 辛集市古城花园,115.21991,37.947045,311,住宅区,22,14,小区,19,35,45
198,B2094656D364A0FC4293,铁马住宅小区,,115.21572,37.92267,311,住宅区,3,1,小区,63,97,116
199,B2094656D364A0FC469E,鹿马公司职工生活区,,115.20669,37.91836,311,住宅区,9,0,小区,22,84,112
200,B2094757D56FA2F5419A,绿洲小区南院,中国河北省辛集市,115.23694689,37.91884711,311,住宅区,175,57,小区,4,64,97
201,B2094656D364A1F5449F,鑫苑花园,石家庄辛集鑫苑花园,115.20944,37.93863,311,住宅区,173,54,小区,27,42,106
202,B2094757D56FA1F8419F,天山花园(北门),中国河北省辛集市安定大街,115.22706923,37.93794488,311,住宅区,223,58,小区,15,41,109
203,B2094757D56FAAF9429B,安定小区西区,中国河北省辛集市,115.22294,37.94055447,311,住宅区,132,36,小区,28,42,104
204,B2094656D364A1F44993,澳森生活小区,,115.21479,37.94982,311,住宅区,122,50,小区,16,32,45
205,B2094656D364A1F5439D,亨盛小区,,115.21334,37.93852,311,住宅区,37,14,小区,31,44,109
206,B2094757D56FA0FA419C,富贵花园,中国河北省辛集市文昌路,115.22461453,37.93672743,311,住宅区,12,6,小区,24,43,112
207,B2094753DA6EA2FC4899,橡胶厂宿舍,和平东路与东二环交叉口,115.22374,37.918176,311,住宅区,0,0,小区,62,85,116
208,B2094656D368A5F94892,西山花园别墅,河北省,114.3707,38.0416,311,住宅区,2666,1397,小区,3,6,12
