OBJECTID,poiid,title,address,lon,lat,city,category_sec,checkin_num,photo_num,category_fst,foodT,cluster
1,B2094656D365A4FC469D,农家饭店(驼梁西南),,113.804479999999998,38.724769999999999,311,中餐厅,2,0,餐饮,中式餐饮,2
2,B2094656D365A0FE459E,清秀山庄,,113.804000000000002,38.723930000000003,311,中餐厅,11,4,餐饮,中式餐饮,2
3,B2094656D364AAFA4198,驼梁人家,,113.804320000000004,38.724539999999998,311,中餐厅,5,0,餐饮,中式餐饮,2
4,B2094751DB6FA0FC479B,五岳寨喜客之家,近郊灵寿县五岳寨景区内,113.846840000000000,38.708019999999998,311,河北菜,0,0,餐饮,中式餐饮,2
5,B2094457D169A7F4419B,나타나길,河北省 石家庄市 카나리아에,114.516549999999995,38.537410000000001,311,餐饮美食,1,1,餐饮,其它,2
6,B2094751DB6DA6FD4898,西柏坡纪念馆餐厅,近郊平山县,113.859719999999996,38.401969999999999,311,河北菜,0,0,餐饮,中式餐饮,2
7,B2094757D765A0FD4192,聚贤酒家,辛集市小辛庄(近东方漂染厂),115.254790999999997,38.094461000000003,311,四川菜,0,0,餐饮,中式餐饮,1
8,B2094457D16FA6FF4999,烟台,河北省 石家庄市 大悦城,114.373230000000007,37.827680000000001,311,餐饮美食,1,1,餐饮,其它,3
9,B2094450D168A0FA459F,南佐会馆,河北省 石家庄市 二园区,114.364999999999995,37.845100000000002,311,餐饮美食,0,0,餐饮,其它,3
10,B2094751DB6BA1FC449F,大众,近郊辛集市南智邱镇(近金三角饭店),115.241519999999994,37.754950000000001,311,快餐厅,0,0,餐饮,小吃快餐,1
11,B2094751D265A2FF449D,阿娇小火锅,近郊赞皇县南门路西侧,114.282929999999993,37.622439999999997,311,火锅店,0,0,餐饮,中式餐饮,3
12,B2094751DB6FA0F8429A,王建中农家乐,近郊平山县西沙岭猪圈沟原生态景区(近驼梁风景区),113.652519999999996,38.613840000000003,311,快餐厅,0,0,餐饮,小吃快餐,2
13,B209475CD369A5F9419C,七汲鼎新全羊宴,平山县三汲乡七汲道口,113.750911000000002,38.437173999999999,311,烧烤,0,0,餐饮,中式餐饮,2
14,B2094757D76BA2F54699,桥北饭店,近郊平山县小觉镇新桥路北政府路(近石驼加油站),113.727249999999998,38.401159999999997,311,河北菜,0,0,餐饮,中式餐饮,2
15,B209475CD06DA5F94493,古月烧饼,平山县古月镇(近西柏坡),113.885660000000001,38.286909999999999,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,2
16,B209475CD36FA7F94993,清凉山滑雪场自助火锅,井陉矿区清凉山滑雪场内,114.023939999999996,38.070480000000003,311,火锅店,0,0,餐饮,中式餐饮,0
17,B2094456D069A6FA4698,大理岩生态家园,河北省 石家庄市 河北省石家庄市井陉县辛庄乡大理岩村,113.927130000000005,38.092390000000002,311,餐饮美食,0,0,餐饮,其它,0
18,B2094757DA69A6F9489C,南湖酒家新合街店,新华路 与新合街交口,114.180070000000001,37.723340000000000,311,日本料理,0,0,餐饮,国际餐饮,3
19,B2094757DA69A6F9479D,一麻一辣石家庄店,石家庄市 桥东东区四中路 中国盒子1楼（休门街口）,114.180070000000001,37.723340000000000,311,休闲餐饮场所,41,4,餐饮,其它,3
20,B2094750D36BABF8479E,starbucks石家庄,建华南大街136号万达广场裕华西路15号万象天成中山西路11号乐汇城,114.180070000000001,37.723340000000000,311,餐饮美食,1,0,餐饮,其它,3
21,B209475CD065A7FB4492,嘎嘣脆冰糖葫芦专卖店 赞皇店,赞皇县城,114.282929999999993,37.622439999999997,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,3
22,B2094656D364A6F8439D,蒙自过桥米线,,114.385819999999995,37.660780000000003,311,中餐厅,0,0,餐饮,中式餐饮,3
23,B2094656D364A6F9409B,蜂蜜小面包(康泰药房东北),,114.386309999999995,37.662370000000003,311,糕饼店,0,0,餐饮,甜点饮品,3
24,B2094656D364A6FF4298,欣欣小吃,,114.383120000000005,37.659739999999999,311,快餐厅,0,0,餐饮,小吃快餐,3
25,B2094656D364A6FF439B,新天利快餐,,114.385210000000001,37.659120000000001,311,中餐厅,0,0,餐饮,中式餐饮,3
26,B2094656D364A6FF459A,衡水饭店,,114.384510000000006,37.653950000000002,311,中餐厅,0,0,餐饮,中式餐饮,3
27,B2094656D364A6FF4593,钱雨饭店,,114.384039999999999,37.651840000000000,311,中餐厅,0,0,餐饮,中式餐饮,3
28,B2094656D364A6FF499D,好吃来蛋糕大世界(同和堂药房南),,114.385859999999994,37.659230000000001,311,糕饼店,1,0,餐饮,甜点饮品,3
29,B2094656D364A6F8409C,温州蛋糕房,,114.387190000000004,37.659170000000003,311,糕饼店,0,0,餐饮,甜点饮品,3
30,B2094656D364A6FE4992,大胖涮锅No.359,,114.385549999999995,37.663080000000001,311,火锅店,0,0,餐饮,中式餐饮,3
31,B2094656D364A6F8499D,吉果多魔幻冰淇淋馆,,114.387739999999994,37.662739999999999,311,冷饮店,43,19,餐饮,甜点饮品,3
32,B2094656D364A6FF4093,美味步步高,,114.385360000000006,37.660780000000003,311,糕饼店,1,0,餐饮,甜点饮品,3
33,B2094656D364A6FF4299,哥俩好饭店,,114.382980000000003,37.659750000000003,311,中餐厅,1,0,餐饮,中式餐饮,3
34,B2094656D364A6F84399,沧州五香鸡,,114.385739999999998,37.659810000000000,311,餐饮美食,3,1,餐饮,其它,3
35,B209475CD068A5FE459D,英如饭店,辛集市彭六佐村西公路,115.156630000000007,37.825490000000002,311,火锅店,0,0,餐饮,中式餐饮,1
36,B209475CD369A3F5449E,常好饭店,辛集市233省道(高速路口),115.228083100000006,37.866646899999999,311,火锅店,0,0,餐饮,中式餐饮,1
37,B2094757D56FA7FB489D,南坪小镇,中国河北省鹿泉市南佃线,114.412760149999997,37.901005589999997,311,中餐厅,33,11,餐饮,中式餐饮,0
38,B2094450D664A4F84999,HILIFE养生火锅,山前大道与S232（京赞公路）交叉口往南，过龙泉花园再往南2KM,114.310668609999993,37.949771970000000,311,餐饮美食,0,0,餐饮,其它,0
39,B209475CD069A4F4469E,顺通饭店,元氏县装院路(鹿泉交界处),114.409869999999998,37.892890000000001,311,快餐厅,0,0,餐饮,小吃快餐,0
40,B2094751DB68AAFC449F,地锅炖鸡家常菜,东昌府区湖西路口(区法院南侧),114.375534000000002,37.927120000000002,311,餐饮美食,0,0,餐饮,其它,0
41,B2094450D169A1FE499D,明悦大酒店,河北省 石家庄市 石家庄新华路与泰华街交叉口,114.404020000000003,37.883899999999997,311,餐饮美食,0,0,餐饮,其它,0
42,B2094457D16FA1FE439D,奶糖,河北省 石家庄市 石家庄,114.406049999999993,37.885359999999999,311,餐饮美食,0,0,餐饮,其它,0
43,B2094450D668A2FC419E,青岛,河北省 石家庄市 丰海区,114.469220000000007,37.976410000000001,311,餐饮美食,0,0,餐饮,其它,0
44,B2094450D06CA0F9429A,隆丰阁饭店,河北省 石家庄市 栾城县吴家屯村北口,114.521460000000005,37.935060000000000,311,餐饮美食,1,1,餐饮,其它,0
45,B2094757D66CA1F4449A,光明渔港,石家庄友谊大街裕华路口,114.512971059999998,37.951523725000001,311,餐饮美食,53,13,餐饮,其它,0
46,B2094757D768A6FD4392,顺路驴肉店,元氏县殷村经元路装院路,114.471715000000003,37.841408999999999,311,餐饮美食,53,20,餐饮,其它,3
47,B2094656D364A1FB469B,(石家庄南服务区)餐厅,,114.429320000000004,37.945439999999998,311,中餐厅,15,2,餐饮,中式餐饮,0
48,B2094457D16EA6FB429F,威尼斯水世界,河北省 石家庄市 石家庄体育大街,114.529340000000005,37.902220000000000,311,餐饮美食,0,0,餐饮,其它,0
49,B209475CD06DA4F9459E,串串香,红旗大街(近锦山城),114.469620000000006,37.930410000000002,311,火锅店,0,0,餐饮,中式餐饮,0
50,B209475CD365A1FE4993,鸟天下野味庄园,裕翔街东尹村西口,114.508989999999997,37.964260000000003,311,火锅店,0,0,餐饮,中式餐饮,0
51,B209475CD36FA6FC449C,吉祥馄饨,红旗大街(南二环口),114.469620000000006,37.930410000000002,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,0
52,B2094753D36CA1F9449A,麦克风宫家庄店,康富街小广场西侧,114.469571999999999,37.978690000000000,311,冷饮店,0,0,餐饮,甜点饮品,0
53,B2094753D36CA6F84693,麦西尔西饼屋三店,桥园路13号,114.466432999999995,37.976956999999999,311,糕饼店,0,0,餐饮,甜点饮品,0
54,B2094751DB68ABF8419F,喜得福面馆,桥西区红旗大街(近新石中路),114.469620000000006,37.930410000000002,311,快餐厅,0,0,餐饮,小吃快餐,0
55,B2094751DB69A6FA469D,京东食府,桥西区红旗大街(裕华路口),114.469620000000006,37.930410000000002,311,河北菜,0,0,餐饮,中式餐饮,0
56,B2094757D56FA7FC499F,梦味思饭店,中国河北省石家庄市区康富街,114.469647620000003,37.978438040000000,311,中餐厅,0,0,餐饮,中式餐饮,0
57,B2094757D56FA5FD439D,福建沙县小吃(新世纪小区东),中国河北省石家庄市区康富街,114.469620230000004,37.978638240000002,311,快餐厅,0,0,餐饮,小吃快餐,0
58,B2094757D56FA5FA479F,老四川饭店(祥和路),中国河北省石家庄市区祥和路,114.466637640000002,37.978215059999997,311,四川菜,0,0,餐饮,中式餐饮,0
59,B2094656D364A0F8469D,栾城大酒楼,,114.653070000000000,37.888080000000002,311,综合酒楼,40,15,餐饮,中式餐饮,3
60,B2094656D364A0FE499F,天府会馆,,114.656970000000001,37.892099999999999,311,中餐厅,71,28,餐饮,中式餐饮,3
61,B2094656D364A0FF419D,四川酒家(鑫源路),,114.648539999999997,37.887230000000002,311,四川菜,37,6,餐饮,中式餐饮,3
62,B2094656D364A0F8449F,神峰茶楼,,114.661630000000002,37.888660000000002,311,茶艺馆,9,5,餐饮,甜点饮品,3
63,B2094656D364A0FE479D,普天和,,114.648970000000006,37.890929999999997,311,中餐厅,2,0,餐饮,中式餐饮,3
64,B2094656D364A0FF429D,顺和园,,114.651390000000006,37.887500000000003,311,中餐厅,15,9,餐饮,中式餐饮,3
65,B2094656D364A0F8429D,西街快餐,,114.657629999999997,37.886029999999998,311,中餐厅,10,1,餐饮,中式餐饮,3
66,B2094757D56FA1FF409E,啊美妮饭店,中国河北省栾城县鑫源路,114.649023439999993,37.887702089999998,311,中餐厅,6,5,餐饮,中式餐饮,3
67,B2094656D364A0FF4699,重庆酒家,,114.650480000000002,37.884680000000003,311,四川菜,6,3,餐饮,中式餐饮,3
68,B2094656D364A0F84399,吉祥西饼屋,,114.655649999999994,37.887340000000002,311,糕饼店,7,1,餐饮,甜点饮品,3
69,B2094656D364A0F8469B,铁锅大鲶鱼,,114.654529999999994,37.888210000000001,311,中餐厅,2,0,餐饮,中式餐饮,3
70,B2094656D364A0F84898,富丽华快餐,中山东路,114.648070000000004,37.887590000000003,311,中餐厅,3,3,餐饮,中式餐饮,3
71,B2094455DA6AABF54792,乐派客,河北省 石家庄市 栾城县新开街,114.660809999999998,37.889960000000002,311,餐饮美食,0,0,餐饮,其它,3
72,B2094455DA6AA2FB4099,佐美庄园,河北省 石家庄市 石家庄市高新区,114.640929999999997,37.960099999999997,311,餐饮美食,1,0,餐饮,其它,0
73,B2094454D164A5F5429C,密密,河北省 石家庄市 新华区,114.721480000000000,37.841369999999998,311,餐饮美食,0,0,餐饮,其它,3
74,B209475CD06DA5FA4192,米莎贝尔 金方城店,栾城金方城底商(惠安小区对面),114.647180000000006,37.892299999999999,311,甜品店,0,0,餐饮,甜点饮品,3
75,B209475CD06DA4F94893,剧场大盘鸡,栾城县华兴街(近联通公司),114.647999999999996,37.889040000000001,311,快餐厅,0,0,餐饮,小吃快餐,3
76,B2094753D76AA0FA469E,缘聚德红焖羊肉(栾城店),石家庄市栾城县政府人民广场华兴街(宏远路口),114.648328000000006,37.900278000000000,311,中餐厅,1,0,餐饮,中式餐饮,0
77,B2094450D669A7FC4899,星之翼咖吧,河北省 石家庄市 石家庄栾城,114.661850000000001,37.901840000000000,311,餐饮美食,0,0,餐饮,其它,0
78,B2094450D064ABFB449E,金钟仁街,河北省 石家庄市 hj,114.656739999999999,37.894620000000003,311,餐饮美食,1,0,餐饮,其它,3
79,B2094450D068A0FB4893,渝新干锅鸭头,河北省 石家庄市 西街花园,114.652979999999999,37.896349999999998,311,餐饮美食,1,0,餐饮,其它,3
80,B2094751DB6FA7FD439A,农家饺子馆,近郊栾城县窦妪工业区三农公司对面(近107国道),114.620649999999998,37.899729999999998,311,快餐厅,0,0,餐饮,小吃快餐,0
81,B2094751DB6FA4FD479D,侯氏涮园(栾城店),近郊栾城县新开街(汇源路口西南侧),114.653999999999996,37.892110000000002,311,火锅店,0,0,餐饮,中式餐饮,3
82,B2094751DB68A6F4469C,柏林美食城,近郊赵县南外环(柏林街口东南角),114.637259999999998,37.869199999999999,311,河北菜,0,0,餐饮,中式餐饮,3
83,B2094751DB6AA7FB4398,祥福园蛋糕,近郊栾城县宏达路,114.660759999999996,37.899749999999997,311,甜品店,0,0,餐饮,甜点饮品,3
84,B2094757D76AA2FA4399,新疆大盘鸡,栾城县城中心(近福强路),114.648318000000003,37.900199999999998,311,清真餐馆,0,0,餐饮,中式餐饮,0
85,B2094757D76AA7F84393,山国饮艺 藁城店,昌盛街信誉楼南侧,114.730219199999993,37.964627800000002,311,茶艺馆,0,0,餐饮,甜点饮品,0
86,B2094757D76BA1FC4298,小食堂,近郊宏达路(近万利福),114.645849999999996,37.894300000000001,311,快餐厅,0,0,餐饮,小吃快餐,3
87,B2094757D765A5F9459E,杨麻子大饼,近郊栾城县新开大街(汇源路口北侧),114.655839999999998,37.885050000000000,311,河北菜,0,0,餐饮,中式餐饮,3
88,B2094656D364A0FE4793,巴国布衣风味酒家,,114.649829999999994,37.891030000000001,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,3
89,B2094656D364A0FE489C,大胖涮锅栾城连锁店,,114.653160000000000,37.891359999999999,311,火锅店,2,2,餐饮,中式餐饮,3
90,B2094450D06FA7F5459B,兔子家的美食屋,河北省 石家庄市 微信:1992582241,114.655889999999999,37.905560000000001,311,餐饮美食,0,0,餐饮,其它,0
91,B2094457D06EA3FB4893,北京市,河北省 石家庄市 海淀区,114.668360000000007,37.888060000000003,311,餐饮美食,1,1,餐饮,其它,3
92,B2094656D364A0F8409B,好运来蛋糕房,,114.658130000000000,37.885739999999998,311,糕饼店,0,0,餐饮,甜点饮品,3
93,B2094656D364A0F8419B,稻花香糕点屋,,114.660570000000007,37.886069999999997,311,糕饼店,0,0,餐饮,甜点饮品,3
94,B2094656D364A0F84199,丽缘酒楼,,114.661169999999998,37.886170000000000,311,综合酒楼,0,0,餐饮,中式餐饮,3
95,B2094656D364A0F8439C,特色老赵州,,114.656019999999998,37.887999999999998,311,中餐厅,0,0,餐饮,中式餐饮,3
96,B2094656D364A0F84693,顿顿香,,114.651460000000000,37.887929999999997,311,中餐厅,0,0,餐饮,中式餐饮,3
97,B2094457D16CA5FC419E,StarBucks,河北省 石家庄市 河北省石家庄市,114.008719999999997,38.012760000000000,311,餐饮美食,0,0,餐饮,其它,0
98,B2094457D169A6FC459F,青青缘火锅城,河北省 石家庄市 井陉县,114.139759999999995,38.032829999999997,311,餐饮美食,1,1,餐饮,其它,0
99,B2094656D364A1FA499C,(井陉服务区)快餐厅,,114.065870000000004,37.988830000000000,311,中餐厅,5,2,餐饮,中式餐饮,0
100,B2094751DB6FA2FC4798,锦山宾馆餐厅,近郊井陉县锦山风景区锦山宾馆内,114.077950000000001,38.000889999999998,311,河北菜,0,0,餐饮,中式餐饮,0
101,B2094751DB6FA5F5479E,金雨食坊干锅鸭,近郊井陉县汽车站西侧(近火车站),114.077950000000001,38.000889999999998,311,河北菜,0,0,餐饮,中式餐饮,0
102,B2094751DB6DA0FE419E,千喜龙虾,桥西区西郊公园,114.148939999999996,38.032170000000001,311,烧烤,0,0,餐饮,中式餐饮,0
103,B2094757D46AA6FC4993,金雨食坊干锅鸭,井陉县汽车站西侧(近火车站),114.145385000000005,38.031925000000001,311,中餐厅,0,0,餐饮,中式餐饮,0
104,B2094757D765A5F84198,锦山宾馆餐厅,井陉县锦山风景区锦山宾馆内,114.145385000000005,38.031925000000001,311,中餐厅,1,0,餐饮,中式餐饮,0
105,B2094751DB6EAAF5429C,立禾真味酸汤鱼,裕华区国际大道57-5号,114.291319999999999,37.984600000000000,311,火锅店,0,0,餐饮,中式餐饮,0
106,B209475CD36FA7FC469D,聚贤酒家,辛集市小辛庄(近东方漂染厂),115.292289999999994,37.917830000000002,311,四川菜,0,0,餐饮,中式餐饮,1
107,B209475CD36FA6FC4592,永和大王,辛集市,115.292289999999994,37.917830000000002,311,快餐厅,0,0,餐饮,小吃快餐,1
108,B209475CD36EA4F44899,圣帝凯莱大酒店中餐厅,辛集市市府东大街58号近教育路,115.232669200000004,37.942751299999998,311,广东菜,0,0,餐饮,中式餐饮,1
109,B2094751DB6AA6FA429B,迷你西饼屋,近郊辛集市旧城镇(近307国道),115.393400000000000,38.007480000000001,311,甜品店,2,1,餐饮,甜点饮品,1
110,B2094752D26CAAFC4393,柳润庄园,近郊辛集市双柳树,115.296530000000004,37.954819999999998,311,河北菜,27,14,餐饮,中式餐饮,1
111,B2094656D365A0FC4392,辛晋饭店,,115.220709999999997,37.982410000000002,311,中餐厅,0,0,餐饮,中式餐饮,1
112,B2094656D365A0F84299,地锅美食,,115.218999999999994,37.982900000000001,311,中餐厅,0,0,餐饮,中式餐饮,1
113,B2094456D06BA3F4439C,骄龙豆捞,河北省 石家庄市 辛集市,115.269459999999995,37.937919999999998,311,餐饮美食,1,1,餐饮,其它,1
114,B2094456D06BA3F44192,江龙豆捞,河北省 石家庄市 辛集市,115.269459999999995,37.941380000000002,311,餐饮美食,0,0,餐饮,其它,1
115,B2094656D365A7F94598,辛集第一碗,,115.218660000000000,37.982970000000002,311,中餐厅,3,0,餐饮,中式餐饮,1
116,B2094450D16DA3FC4199,浔阳楼,河北省 石家庄市 苏州昆山市,115.243049999999997,37.950360000000003,311,餐饮美食,0,0,餐饮,其它,1
117,B2094457D06AA6F54892,鱼,河北省 石家庄市 中国,115.223990000000001,38.012200000000000,311,餐饮美食,0,0,餐饮,其它,1
118,B2094454D16BA4FF4792,爱到眉心皱。,河北省 石家庄市 石家庄,114.946719999999999,38.121020000000001,311,餐饮美食,0,0,餐饮,其它,1
119,B2094454D16AA4FC499D,影星,河北省 石家庄市 石家庄,114.915949999999995,38.163559999999997,311,餐饮美食,0,0,餐饮,其它,1
120,B209475CD069A4F4479B,聚福祥饺子,藁城市市府路117号(东城小学对面),114.856759999999994,38.035460000000000,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,1
121,B209475CD06DA5F94799,米莎贝尔 无极店,无极县正义街(近无极路),114.969260000000006,38.174469999999999,311,甜品店,0,0,餐饮,甜点饮品,1
122,B2094757D76BAAFB409C,老北京冰糖葫芦,迎宾大道376-1号北国超市门口,114.893669399999993,38.029085899999998,311,糕饼店,18,9,餐饮,甜点饮品,1
123,B2094656D368A0F9459A,桃园山珍,,114.966939999999994,38.177070000000001,311,综合酒楼,23,3,餐饮,中式餐饮,1
124,B2094757D56FA2F54893,紫城饭店,中国河北省晋州市G307,114.982269149999993,38.024874400000002,311,中餐厅,9,0,餐饮,中式餐饮,1
125,B2094656D364A2F8409D,圆梦蛋糕,,114.858699999999999,38.032330000000002,311,糕饼店,0,0,餐饮,甜点饮品,1
126,B2094656D364A2F4429B,家家福美食园,,114.862089999999995,38.035879999999999,311,中餐厅,3,2,餐饮,中式餐饮,1
127,B2094450D164A1FA4992,小楠,河北省 石家庄市 马古庄军辉饭店西行200米,114.913420000000002,38.163020000000003,311,餐饮美食,0,0,餐饮,其它,1
128,B2094656D364A2F8419E,万顺快餐,,114.857330000000005,38.032280000000000,311,中餐厅,0,0,餐饮,中式餐饮,1
129,B2094656D364A2F8449E,九门清真饭店,,114.852590000000006,38.036389999999997,311,清真餐馆,171,3,餐饮,中式餐饮,1
130,B2094656D364A2F8449C,东悦腊肉面,,114.852530000000002,38.037050000000001,311,中餐厅,0,0,餐饮,中式餐饮,1
131,B2094656D364A2F84493,金源茶社,,114.852360000000004,38.038919999999997,311,茶艺馆,0,0,餐饮,甜点饮品,1
132,B2094656D364A2FB479C,东街一绝砂锅居,,114.854039999999998,38.035429999999998,311,中餐厅,0,0,餐饮,中式餐饮,1
133,B2094656D364A2FB4792,上海香菲蛋糕世界连锁分店(市府东路),,114.854270000000000,38.035420000000002,311,糕饼店,0,0,餐饮,甜点饮品,1
134,B2094656D364A2FB489C,五元川菜馆,,114.855620000000002,38.035429999999998,311,四川菜,0,0,餐饮,中式餐饮,1
135,B2094656D364A2F4409A,老李板面馆,,114.859480000000005,38.035490000000003,311,中餐厅,0,0,餐饮,中式餐饮,1
136,B2094656D368A0F94699,新疆米泉牧园饭庄,,114.958870000000005,38.176220000000001,311,中餐厅,0,0,餐饮,中式餐饮,1
137,B2094656D364A2FF4798,小小蒸碗骨头馆,,114.858890000000002,38.030859999999997,311,中餐厅,0,0,餐饮,中式餐饮,1
138,B2094656D364A2FF499B,百姓放心包子第四厅,,114.859390000000005,38.032690000000002,311,餐饮美食,0,0,餐饮,其它,1
139,B2094656D364A2FF4999,昌盛宴会厅,,114.859210000000004,38.038750000000000,311,中餐厅,0,0,餐饮,中式餐饮,1
140,B2094656D364A2FF499C,鑫圆美食城,,114.858789999999999,38.037590000000002,311,中餐厅,0,0,餐饮,中式餐饮,1
141,B2094656D364A2F8409B,福仁居,,114.858789999999999,38.036940000000001,311,中餐厅,0,0,餐饮,中式餐饮,1
142,B2094751DB65AAFE4092,齐洽蜀香饭店,近郊无极县齐洽旧转鼓区门口,114.962649999999996,38.126179999999998,311,四川菜,1,1,餐饮,中式餐饮,1
143,B2094757D56FA2FF4692,顺兴羊肉馆,中国河北省藁城市S234,114.952180450000000,38.038208550000000,311,中餐厅,0,0,餐饮,中式餐饮,1
144,B2094757D56FA1FB4299,麒麟酒家,中国河北省藁城市,114.865329860000003,38.035992839999999,311,中餐厅,0,0,餐饮,中式餐饮,1
145,B2094757D768A6F9419F,奥尔良烤鸡,迎宾大道376-1号北国超市内,114.893669399999993,38.029085899999998,311,烧烤,0,0,餐饮,中式餐饮,1
146,B2094757D769A7FC409B,周黑鸭 迎宾大道店,迎宾大道376-1号北国超市内,114.893669399999993,38.029085899999998,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,1
147,B2094757D76AA3F9499E,香掉渣烧饼,迎宾大道376-1号北国超市内,114.893669399999993,38.029085899999998,311,特色／地方风味餐厅,0,0,餐饮,中式餐饮,1
148,B2094757D76BA1FC429C,百特鸡煲,桥东区胜利路178号(冀兴花园对面),114.859080000000006,38.032159999999998,311,火锅店,0,0,餐饮,中式餐饮,1
149,B2094757D765A0FF4492,鹏辉鸡煲之家,近郊藁城市市府东路(东城幼儿园对面),114.866799999999998,38.036270000000002,311,河北菜,0,0,餐饮,中式餐饮,1
150,B2094656D368A0F94493,天成酒家,,114.967550000000003,38.177129999999998,311,中餐厅,0,0,餐饮,中式餐饮,1
151,B2094457D16BA3FC409A,香格里拉,河北省 石家庄市 亚龙湾,114.963189999999997,38.163420000000002,311,餐饮美食,1,1,餐饮,其它,1
152,B2094656D364A2F4409E,上海蛋糕面包房分店,,114.860200000000006,38.035499999999999,311,糕饼店,1,0,餐饮,甜点饮品,1
153,B2094656D364A2F44092,藁兰拉面,,114.860699999999994,38.035499999999999,311,中餐厅,0,0,餐饮,中式餐饮,1
154,B2094656D364A2F44093,满意快餐馆,,114.861090000000004,38.035510000000002,311,中餐厅,0,0,餐饮,中式餐饮,1
155,B2094656D364A2F44192,阿辉餐馆,,114.862710000000007,38.035890000000002,311,中餐厅,0,0,餐饮,中式餐饮,1
156,B2094656D364A2F4429E,布衣阁快餐厅,,114.861009999999993,38.035879999999999,311,中餐厅,0,0,餐饮,中式餐饮,1
157,B2094656D364A2F4429F,吉源蛋糕房,,114.860979999999998,38.035879999999999,311,糕饼店,0,0,餐饮,甜点饮品,1
158,B2094656D364A2F44399,保定府,,114.857900000000001,38.035829999999997,311,综合酒楼,0,0,餐饮,中式餐饮,1
159,B2094656D364A2F4449B,大拇指蛋糕房,,114.856840000000005,38.035820000000001,311,糕饼店,0,0,餐饮,甜点饮品,1
160,B2094457D36FA5FF4598,三十一种口味冰淇凌店,河北省 石家庄市 刚果布拉柴维尔,114.867699999999999,38.037570000000002,311,餐饮美食,0,0,餐饮,其它,1
161,B2094751DB65A1F5479D,川江府,桥东区平安大街(栗中路东侧),115.216149999999999,38.038600000000002,311,四川菜,0,0,餐饮,中式餐饮,1
162,B2094751DB65A6F54492,紫韵阁粗粮馆,桥东区平安大街东侧(近中基礼域),115.216149999999999,38.038600000000002,311,餐饮美食,0,0,餐饮,其它,1
163,B2094757D768A0FD469B,洪财烤肉,平安大街与中山路交叉口市招待处院内(近世纪公园),115.216157300000006,38.038607900000002,311,烧烤,0,0,餐饮,中式餐饮,1
164,B2094757D56FA7F4449F,小肥羊(西苑街),西苑街130,115.196827529999993,38.179331869999999,311,火锅店,54,23,餐饮,中式餐饮,1
165,B2094656D364A1FA489F,(辛集服务区)餐厅(1),,115.202510000000004,38.023299999999999,311,中餐厅,9,1,餐饮,中式餐饮,1
166,B2094450D16DABF84399,河北省晋州市海滩村浩冲饭店,河北省 石家庄市 河北省晋州市海滩村集市东北角,115.188360000000003,38.088490000000000,311,餐饮美食,0,0,餐饮,其它,1
167,B209475CD069A4F44993,心岛怡岸养生餐厅,平山县温塘温塘路1号,113.995159999999998,38.264330000000001,311,中餐厅,0,0,餐饮,中式餐饮,2
168,B209475CD36FA6FC429E,白鹿温泉餐厅,平山县温塘镇(近西柏坡),113.973540000000000,38.267290000000003,311,河北菜,0,0,餐饮,中式餐饮,2
169,B2094757D76BA1FE4892,平山县旅游服务中心,近郊平山县温塘镇(近温塘镇政府),113.996570000000006,38.266330000000004,311,河北菜,0,0,餐饮,中式餐饮,2
170,B2094454D16FA3FC4493,胡欣月,河北省 石家庄市 香港街九龙区,114.204729999999998,38.259079999999997,311,餐饮美食,0,0,餐饮,其它,2
171,B209475CD068A7F94892,福盛庄园,平山县电厂路南义洋村南,114.224159999999998,38.250749999999996,311,河北菜,0,0,餐饮,中式餐饮,2
172,B209475CD069A4F44792,香乐基,平山县冶河东路,114.204650000000001,38.257159999999999,311,快餐厅,0,0,餐饮,小吃快餐,2
173,B209475CD069A4F5419B,米莎贝尔 平山县店,平山县建设北大街28号,114.183899999999994,38.264310000000002,311,甜品店,0,0,餐饮,甜点饮品,2
174,B209475CD06EA5FF4292,万溢香,平山县东川街,114.214140000000000,38.258150000000001,311,河北菜,0,0,餐饮,中式餐饮,2
175,B209475CD36FA7FF429D,五洲饭店,平山县桥西建设北大街6号(近县政府),114.184259999999995,38.261170000000000,311,河北菜,0,0,餐饮,中式餐饮,2
176,B2094456D064AAFE449B,北京市,河北省 石家庄市 海淀区成府路,114.219690000000000,38.251779999999997,311,餐饮美食,3,2,餐饮,其它,2
177,B2094457D56BAAF4429D,iphone 6,河北省 石家庄市 中山路,114.255679999999998,38.189540000000001,311,餐饮美食,0,0,餐饮,其它,2
178,B209475CD068ABFF4599,井陉服务区餐厅,京昆高速(近井陉西收费站),114.373710000000003,38.133659999999999,311,快餐厅,0,0,餐饮,小吃快餐,0
179,B2094751DB6EA6FD4293,街边面条,桥西区友谊大街(工农路口),114.388959999999997,38.152799999999999,311,餐饮美食,0,0,餐饮,其它,0
180,B2094751DB6DA2F8479F,梓竹林,桥西区友谊大街祥隆泰2楼,114.388959999999997,38.152799999999999,311,快餐厅,0,0,餐饮,小吃快餐,0
