OBJECTID,poiid,title,address,lon,lat,city,category_sec,checkin_num,photo_num,category_fst
1,B2094753DA6EA2F8419A,水郡花洲,灵寿横山岭水库正南公路,114.164257000000006,38.586015000000003,311,住宅区,2,2,小区
2,B2094752D26AA2FB419D,河北省行唐县御城花园,,114.536092999999994,38.436829000000003,311,住宅区,1,0,小区
3,B2094753DA6EA3F44599,阳光河谷,平山温塘镇东侧,114.001435999999998,38.260626000000002,311,住宅区,0,0,小区
4,B2094753DA6EA3F4439D,卡纳小镇,石闫公路与温塘河口,114.005470000000003,38.259413000000002,311,住宅区,0,0,小区
5,B2094753DA6EA2FB459F,月光溪谷,蟠龙湖区域,114.341196999999994,37.825608000000003,311,住宅区,0,0,小区
6,B2094753DA6EA2FA4193,圣地亚水岸生活馆,蟠龙湖风景区,114.344587000000004,37.824972000000002,311,住宅区,0,0,小区
7,B2094753DA6EA2F94298,碧水别墅,蟠龙湖度假村,114.394305000000003,37.804935000000000,311,住宅区,0,0,小区
8,B2094753DA6EA2F84698,麓港小镇,蟠龙湖畔南岸风景区,114.341217999999998,37.825564999999997,311,住宅区,0,0,小区
9,B2094753DA6FA2FB459E,泊岸南山,潘龙湖南岸,114.395335000000003,37.802816000000000,311,住宅区,0,0,小区
10,B2094753DA6FA2FB469B,新景家园,翟营大街与学苑路交口,114.180350000000004,37.723486999999999,311,住宅区,0,0,小区
11,B2094753DA6FA2FB429F,天山龙湖湾,蟠龙湖旅游风景区南岸,114.179276999999999,37.724429000000001,311,住宅区,0,0,小区
12,B2094750D564A7F8409B,清凉盛景,平山驼梁景区售票处西北150米,113.802222999999998,38.720607999999999,311,住宅区,0,0,小区
13,B2094750D56AAAFA459B,驼梁中台山,平山县驼梁风景区中台山村东,113.810119999999998,38.720340000000000,311,住宅区,0,0,小区
14,B2094750D56BA6F5439E,孔雀湖原乡国际假日基地,行唐县口头水库西侧,114.369906999999998,38.617541000000003,311,住宅区,4,2,小区
15,B209475DD768A5FF479E,太行水乡度假小区,平山平山县拦道石红色生态风景区境内,113.754501000000005,38.584673000000002,311,住宅区,1,1,小区
16,B2094750D56AAAFF409F,洪洲花园,平山县古月镇西洪子店,113.862305000000006,38.307181000000000,311,住宅区,0,0,小区
17,B2094750D56BA4FB4393,西柏坡国御温泉度假小镇,平山温塘镇东部,114.004784000000001,38.263523999999997,311,住宅区,1,0,小区
18,B2094750D56AABFA499E,天山龙湖世界,蟠龙湖旅游风景区南岸西侧,114.343506000000005,37.824430000000000,311,住宅区,1,1,小区
19,B2094750D564A7F84693,麟凯江山墅,元氏县境内蟠龙湖风景区,114.380549999999999,37.816293000000002,311,住宅区,0,0,小区
20,B2094750D56AA3FD499E,龙城山湖颂,元氏装院路168号,114.399736000000004,37.819844000000003,311,住宅区,0,0,小区
21,B2094750D564A4FF479F,峰豪度假村,井陉县苍岩山景区,114.152411999999998,37.830938000000003,311,住宅区,3,0,小区
22,B2094656D364A6FF4099,蕃茄花园,,114.385450000000006,37.661700000000003,311,住宅区,0,0,小区
23,B2094750D564A7FD409E,上山间,石家庄市西部山前生态区，山前大道608号,114.309310999999994,37.973973999999998,311,住宅区,16,15,小区
24,B209475DD768A7FF4492,龙凤湖田园度假村全茂山庄,鹿泉铜冶镇羊角庄村,114.375916000000004,37.949071000000004,311,住宅区,7,1,小区
25,B2094753DA6FA2FB439F,梅迪雅逸墅,龙凤湖北岸,114.380690000000001,37.929448999999998,311,住宅区,0,0,小区
26,B2094750D569AAFD479D,天下财富湾,鹿泉市龙凤湖景区龙凤湖北岸,114.381665999999996,37.929034000000001,311,住宅区,3,2,小区
27,B2094750D569AAF44099,中堂,鹿泉市龙凤湖度假风景区龙凤湖南岸,114.382566999999995,37.921339000000003,311,住宅区,0,0,小区
28,B2094750D564A7FE489C,山水龙庭,元氏姬村镇城郎村村北,114.418316000000004,37.891382999999998,311,住宅区,1,1,小区
29,B2094753DA6EA3FB429B,翠堤湾水岸,蟠龙湖南案风景区,114.419173999999998,37.899985000000001,311,住宅区,0,0,小区
30,B2094753DA6EA3F5449E,天籁山水清音,鹿泉市省城西南龙凤湖畔,114.379165999999998,37.928196000000000,311,住宅区,0,0,小区
31,B2094753DA6EA2FF4999,中道佳馨,龙凤湖风景区,114.379692000000006,37.929034000000001,311,住宅区,0,0,小区
32,B2094750D56AA3FC4598,茗仁嘉苑,鹿泉龙凤湖景区北岸,114.380206999999999,37.929105000000000,311,住宅区,0,0,小区
33,B2094750D56AA3FC459D,水玲珑,庄院路259号，东郭村村北即到(封龙山前，龙凤湖畔),114.403338000000005,37.914808000000001,311,住宅区,1,1,小区
34,B2094750D56BAAF9439A,奥冠水悦龙庭,山前大道凤凰山北侧,114.309483000000000,37.946770000000001,311,住宅区,1,1,小区
35,B2094757D56FA5F5439C,河北工院学生公寓,中国河北省石家庄市区,114.470185000000001,37.976579860000001,311,住宅区,5917,1936,小区
36,B2094656D06CA3FD409C,宫家庄新世纪小区,,114.466120000000004,37.978459999999998,311,住宅区,87,37,小区
37,B2094757D56FA1FF489D,河北工院学生公寓(北门),中国河北省石家庄市区,114.470120440000002,37.977234430000003,311,住宅区,106,22,小区
38,B2094750D56AA4F94498,翡翠城,栾城107国道和南三环交叉口南行四公里窦妪镇,114.510497999999998,37.902557999999999,311,住宅区,0,0,小区
39,B2094454D26CABFF439B,洨龙湾,裕翔街与南三环交叉口,114.513760000000005,37.913597000000003,311,住宅区,0,0,小区
40,B209475DD768A1F54092,帝城阳光,石铜路沿线与红旗路交口,114.380689739999994,37.967101550000002,311,住宅区,0,0,小区
41,B209475DD768A6FA469C,南国新大陆,裕翔街与衡井线交汇处,114.541568999999996,37.906554000000000,311,住宅区,0,0,小区
42,B209475DD768ABF8429A,8090.0,石铜路与西南三环交汇处东南角,114.399948120000005,37.972069630000000,311,住宅区,0,0,小区
43,B2094750D569ABF54599,铜城丽都,鹿泉市石铜路和获铜路交口西北角,114.381752000000006,37.967748999999998,311,住宅区,0,0,小区
44,B2094750D569AAF5409C,四季阳光城,红旗大街南头,114.481943000000001,37.939335999999997,311,住宅区,2,2,小区
45,B2094750D56AA3FD419A,十里洋房,胜利大街与南三环交叉口西南角,114.499060999999998,37.952343999999997,311,住宅区,1,1,小区
46,B2094750D56BA1FC469A,俪城兰庭,桥西红旗大街南沿线，与西南高校区及环城水系相邻,114.461746000000005,37.933366999999997,311,住宅区,0,0,小区
47,B2094750D564A3FD4693,四季花城,红旗大街与南二环交口南行500米路西,114.471303000000006,37.946942000000000,311,住宅区,0,0,小区
48,B2094750D564A3F5439C,海兰嘉园,红旗大街与东营北街交口南行500米路东,114.471016000000006,37.940542000000001,311,住宅区,1,0,小区
49,B2094750D564A5F9499B,都市新城,桥西红旗南大街西侧(寺家庄镇镇府西边),114.460612999999995,37.936576000000002,311,住宅区,0,0,小区
50,B2094753DA6EA3F4489F,水语春天,位于良村开发区以东,114.439150999999995,37.957954000000001,311,住宅区,0,0,小区
51,B2094753DA6EA3F4499A,城南春晓,胜利南大街,114.508352000000002,37.955939999999998,311,住宅区,0,0,小区
52,B2094753DA6EA3F54593,岸溪,鹿泉开发区,114.521055000000004,37.932622000000002,311,住宅区,1,1,小区
53,B2094750D564A3FE4199,城果,新胜利大街南延线新火车站出南二环南行2000米,114.504661999999996,37.954484999999998,311,住宅区,7,4,小区
54,B2094750D564A7F54692,城市印象,鹿泉红旗大街南头西行1000米寺家庄镇中心,114.468613000000005,37.938782000000003,311,住宅区,0,0,小区
55,B2094750D564A6FE4793,城市傲居,红旗大街与南三环交口南行1500米路西,114.460200999999998,37.967343000000000,311,住宅区,0,0,小区
56,B2094750D564A6F84492,理想城,桥西红旗大街南延线寺家庄镇(南三环交口西南角),114.450963999999999,37.938825000000001,311,住宅区,0,0,小区
57,B2094750D564A6FB4593,柠檬小镇,桥西红旗大街南三环交口南行1000米路西,114.464235000000002,37.970185000000001,311,住宅区,3,2,小区
58,B2094750D564ABFF479F,天冠城,桥西红旗大街与南三环交叉口南头,114.465565999999995,37.969517000000003,311,住宅区,0,0,小区
59,B2094750D56BA7FA4898,福城,栾城新开街与宏达路交口处,114.655036999999993,37.894261000000000,311,住宅区,1,0,小区
60,B2094750D564A3F44498,沸点名邸,栾城县宏远路与华兴街交叉口南行20米路东,114.639244000000005,37.902220000000000,311,住宅区,0,0,小区
61,B2094750D569A4FB489E,花溪里,栾城308国道与88米大道交口东南处,114.601821999999999,37.925885999999998,311,住宅区,1,1,小区
62,B2094750D569AAFE4492,现代阳光园,其他区栾城宏达路与新开街交叉口路南,114.653621999999999,37.881320000000002,311,住宅区,2,1,小区
63,B2094750D569AAFE469E,天山新伯爵,栾城县惠源路45号(体院馆东临),114.650433000000007,37.882255999999998,311,住宅区,2,2,小区
64,B2094750D569AAFF4698,学府一品,其他区栾城县丰泽大街与宏达路交汇处,114.641779999999997,37.894441000000000,311,住宅区,0,0,小区
65,B2094750D56AA6FB409B,尚城,栾城308国道与圣雪路交叉口,114.658126999999993,37.894905000000001,311,住宅区,0,0,小区
66,B2094750D564A6FB4892,尚城丽都,栾城裕泰路和丰泽街北大街交叉口，县政府北侧,114.647141000000005,37.902422999999999,311,住宅区,0,0,小区
67,B2094753DA6EA2FF4598,东坡家园,湘江大道太行大街交口,114.649168000000003,37.893752999999997,311,住宅区,0,0,小区
68,B2094753DA6EA2F94098,栾城水榭花都,裕泰路与丰泽大街交叉口,114.646454000000006,37.897224999999999,311,住宅区,1,1,小区
69,B2094750D56AAAF44299,华鼎孔雀城,栾城环城西路与裕泰路交口西南,114.620018000000002,37.907231000000003,311,住宅区,0,0,小区
70,B2094750D56BA7FA4193,神农福地,南三环308国道与衡井线交口东行6公里,114.682845999999998,37.915762999999998,311,住宅区,1,1,小区
71,B2094750D564A3FF459F,尚客怡园,太行大街与南三环交叉口南行1000米路东,114.652033000000003,37.936345000000003,311,住宅区,0,0,小区
72,B2094750D564A4FF4498,承翰世家,栾城裕泰路与新开大街交口西北角(栾城县政府东临),114.650004999999993,37.900371999999997,311,住宅区,0,0,小区
73,B2094753DA6EA2F9499E,中润怡园,藁城市正无路与机场路交口南行100米路西,114.900340999999997,37.974583000000003,311,住宅区,0,0,小区
74,B2094750D564A2F44592,贯庄四季花城,藁城衡井线与藁贾路交叉口西行1000米路南,114.878961000000004,37.953538000000002,311,住宅区,0,0,小区
75,B2094750D56AAAFB4593,富达山庄,石家庄市井陉县县材库南侧100米,114.158935999999997,38.026459000000003,311,住宅区,0,0,小区
76,B2094750D564A7FB489C,燕春星河国际,井陉矿区平涉路入区口,114.071731999999997,38.059444999999997,311,住宅区,0,0,小区
77,B2094750D56AAAFF4693,锦秀乾城,井陉县秀林镇棋盘岭平涉路路东秀林中学对过,114.084091000000001,38.002656000000002,311,住宅区,0,0,小区
78,B2094751D46BAAFB4492,尚都花园,河北省石家庄辛集市,115.229731999999998,37.939036000000002,311,住宅区,19,9,小区
79,B2094752D56CA4FD439E,石家庄朱雀门,井陉县秀林镇棋盘岭平涉公路东,114.095764000000003,38.081068000000002,311,住宅区,193,4,小区
80,B209475DD768A0FC4992,悠然居,石家庄鹿泉市抱犊寨山下,114.290084829999998,38.077013450000003,311,住宅区,0,0,小区
81,B2094750D564ABFD439C,大者,抱犊寨风景区东侧北斗路与观景大街交口南行800米路西,114.290685999999994,38.087012999999999,311,住宅区,3,3,小区
82,B209475DD46EA4F9439E,石家庄幸福家园社区,,114.859999999999999,38.064000000000000,311,住宅区,0,0,小区
83,B2094656D365A0F54798,阳光花园(正大小区西),,114.965029999999999,38.170169999999999,311,住宅区,109,73,小区
84,B2094656D365A4FC459B,正大小区,,114.966380000000001,38.170099999999998,311,住宅区,27,9,小区
85,B2094656D365A7FB4798,安康花园(正大小区西北),,114.964330000000004,38.171250000000001,311,住宅区,42,12,小区
86,B2094656D364AAFA489F,安康之家,昌盛北街2,114.858840000000001,38.031700000000001,311,住宅区,1,1,小区
87,B2094656D364A2FF499A,齐心家园,,114.859380000000002,38.032570000000000,311,住宅区,0,0,小区
88,B2094753DA6EA3FB459D,御温泉渡假小镇,石家庄市区以东16公里紧邻307国道,114.864806999999999,38.031748999999998,311,住宅区,0,0,小区
89,B2094656D364A2F4439E,天健装饰装修特训营学员宿舍,,114.857979999999998,38.035829999999997,311,住宅区,1,1,小区
90,B2094753DA6EA2FB479F,银虹花园,炼油厂工业区,115.145559000000006,38.017769999999999,311,住宅区,0,0,小区
91,B2094656D365A1FE469F,神池花园,平山县温塘镇石闫路,113.980419999999995,38.265279999999997,311,住宅区,13,7,小区
92,B2094656D365A7FF479C,清清世界度假村,,113.977720000000005,38.269129999999997,311,住宅区,11,1,小区
93,B2094757D768A6FA4398,欧陆苑,近郊平山县温塘镇,113.986849000000007,38.259371000000002,311,住宅区,0,0,小区
94,B2094750D569AAFF499D,卓达假日公馆,其他区平山温塘镇东侧,113.988924999999995,38.260544000000003,311,住宅区,0,0,小区
95,B2094753DA6FA2FB469D,星期八假日,平山县温塘镇,113.973370000000003,38.261738000000001,311,住宅区,0,0,小区
96,B2094750D569AAFE459F,东方波尔多庄园,平山县温塘镇中心侧,113.987397000000001,38.261237000000001,311,住宅区,0,0,小区
97,B2094750D569AAF8429F,华域御水蓝庭,其他区平山温塘镇东入口处石闫公路南侧,113.989939000000007,38.261814000000001,311,住宅区,0,0,小区
98,B2094750D569AAF8499D,温泉桃花城,其他区平山温塘镇,113.988270999999997,38.259245000000000,311,住宅区,0,0,小区
99,B2094750D569AAFB409F,温泉国际,西北方向太行山与华北平原交界处,113.990879000000007,38.260962999999997,311,住宅区,1,1,小区
100,B2094750D564A0FD4399,林屿森林别墅,温塘镇温塘河西岸石闫公路南侧,113.986759000000006,38.259614999999997,311,住宅区,0,0,小区
101,B2094750D564A7F54793,汤城香格里,平山温塘站前商业街东200米路南,113.990707000000000,38.259211000000001,311,住宅区,0,0,小区
102,B2094753DA6EA3F5479D,神州花园,温塘镇,113.986801999999997,38.260457000000002,311,住宅区,0,0,小区
103,B2094753DA6EA2FA4493,滨河峻景,平山温塘镇,113.990729000000002,38.263204000000002,311,住宅区,0,0,小区
104,B2094753DA6EA2F4419F,格林童话,温塘镇,113.987188000000003,38.260962999999997,311,住宅区,0,0,小区
105,B2094753DA6EA2F5419B,莱茵假日,平山温塘镇,113.995824999999996,38.263145000000002,311,住宅区,1,0,小区
106,B2094753DA6EA1FC4899,颐和山水,温塘镇西南鹿台,113.989333999999999,38.257593000000000,311,住宅区,0,0,小区
107,B2094753DA6EA1F8479B,温泉假日,温塘镇温泉东路,113.990213999999995,38.264147000000001,311,住宅区,1,0,小区
108,B2094750D56BA0FF4999,华威三十七英里,石家庄市平山县温塘镇东入口西行300米，石闫公路南侧,113.984527999999997,38.260827999999997,311,住宅区,0,0,小区
109,B2094454D26CAAF8489D,西柏坡国御温泉度假小镇御山美墅,平山县温塘镇东,114.233779900000002,38.246808410000000,311,住宅区,0,0,小区
110,B2094454D26CABFD449A,石家庄逸格,平山县柏坡东路与蒲胜大街交口东南角,114.222449999999995,38.252471000000000,311,住宅区,0,0,小区
111,B209475DD768A4FA469D,滨河雅园,平山县冶河西路68号(新县医院对过),114.192581000000004,38.259497000000003,311,住宅区,0,0,小区
112,B2094753DA6FA2FB4198,温塘兰溪谷,平山温塘镇,114.228511999999995,38.267516999999998,311,住宅区,0,0,小区
113,B2094750D569AAFC4192,东岸酷博,平山温塘车站西行200米路北,114.189269999999993,38.256898000000000,311,住宅区,0,0,小区
114,B2094750D569AAF9479E,盛景华庭,其他区平山县平光南街和建材街交叉口向东150米,114.206333999999998,38.249130000000001,311,住宅区,0,0,小区
115,B2094753DA6EA2FC4298,水云涧,平山县西北部驼梁风景区,114.217096999999995,38.255799000000003,311,住宅区,0,0,小区
116,B2094753DA6EA2FE479F,天圣华庭,平山县商贸中心南,114.212278999999995,38.261265999999999,311,住宅区,0,0,小区
117,B2094753DA6EA2FF409C,假日听海,岗南镇,114.203439000000003,38.250717999999999,311,住宅区,0,0,小区
118,B2094753DA6EA2FF489E,龙山先生,九龙山风景区内,114.215840999999998,38.257339999999999,311,住宅区,0,0,小区
119,B2094753DA6EA2F44098,温泉绿色庄园,平山县温塘镇,114.189277000000004,38.250819000000000,311,住宅区,0,0,小区
120,B2094753DA6EA2F44593,温泉山庄,平山温塘镇泉眼南,114.203245999999993,38.256177999999998,311,住宅区,0,0,小区
121,B2094752D26DA0FC4793,老街坊炖骨馆,近郊平山县外环路南义羊村东,114.240870000000001,38.238509999999998,311,住宅区,0,0,小区
122,B2094656D368A0F84198,秦庄荷花园,,114.343639999999994,38.217810000000000,311,住宅区,0,0,小区
123,B2094750D56BABFB429B,国际空港花园,正定新区京珠高速以东，机场路以南东平乐(正定四中南行150米路西),114.681258000000000,38.266927000000003,311,住宅区,0,0,小区
124,B2094750D56AAAF4459B,空港家合小镇,空港新区,114.706363999999994,38.274171000000003,311,住宅区,0,0,小区
125,B2094750D56BA6FA439D,空港国际,正定新区国际机场新建航站楼西500米,114.687411999999995,38.277189999999997,311,住宅区,21,16,小区
126,B2094750D56BA6F44293,北辰商务花园,北二环和东二环交叉口西北角,114.619263000000004,38.194212000000000,311,住宅区,0,0,小区
127,B2094750D564A1F44792,树林新村,正定新区正定国际物流园南邻,114.592208999999997,38.178291000000002,311,住宅区,0,0,小区
128,B2094750D564ABF94393,新安家园,正定新区107国道与绕城高速交口北行500米路东新安镇政府南邻,114.622679000000005,38.214446000000002,311,住宅区,1,0,小区
129,B2094750D564ABF9459D,福郡雅居,正定新区107国道与机场路交叉口北行800米路东,114.650917000000007,38.260289000000000,311,住宅区,0,0,小区
130,B2094750D564ABF94498,居鑫苑,正定新区正行路与正灵路交叉路口北行1.5公里路东,114.792589000000007,38.136892000000003,311,住宅区,0,0,小区
131,B2094656D368A0F84293,春草苑,,114.988560000000007,38.177309999999999,311,住宅区,21,9,小区
132,B2094752D56CA6FB4498,紫晶名门,深泽县北苑路与西苑街交叉口西行300米路北,115.196287999999996,38.191513999999998,311,住宅区,1,1,小区
133,B2094750D564A0FE419D,塞纳河谷,深泽县医院东行300米,115.213965999999999,38.185248000000001,311,住宅区,1,0,小区
134,B2094656D365A0F9479B,富泽园,,115.203620000000001,38.191980000000001,311,住宅区,361,130,小区
135,B209475DD16EA4F94492,北方明珠住宅小区,河北省 石家庄市 深泽县北苑路,115.205855999999997,38.192943000000000,311,住宅区,6,1,小区
136,B2094750D564A0FD479B,兴和苑,深泽县后马里村马里办事处东临,115.308380000000000,38.190165000000000,311,住宅区,0,0,小区
137,B2094750D569AAFE449D,峰林湖畔,其他区平山岗南镇岗南水库旁,114.035854000000000,38.319707000000001,311,住宅区,1,0,小区
138,B209475DD768A4F94993,神池龙泉溪,平山县温塘镇石闫路往西至桃园街路东,113.999634000000000,38.269454000000003,311,住宅区,0,0,小区
139,B2094753DA6FA2FB469C,乐城,温塘镇西岸宾馆西边,113.993690000000001,38.289869000000003,311,住宅区,0,0,小区
140,B2094753DA6EA2FA479B,水印长滩,岗南水库上游,114.022980000000004,38.327719999999999,311,住宅区,0,0,小区
141,B2094753DA6EA2F44698,千百度澜珊,温塘镇东边301省级公路对面,114.002638000000005,38.266286999999998,311,住宅区,0,0,小区
142,B2094750D56BA6FB4098,家和苑,中华北大街交正灵公路东南角,114.515947999999995,38.222301999999999,311,住宅区,0,0,小区
143,B2094750D56BA5FF439A,水郡花洲,灵寿县横山湖水库北岸,114.388962000000006,38.307718999999999,311,住宅区,0,0,小区
144,B2094753DA6EA2FD4299,观澜逸品,横山湖旅游度假区北岸,114.376001000000002,38.306457000000002,311,住宅区,0,0,小区
145,B2094753DA6EA1FE489B,东城小区,灵寿县城附近,114.386644000000004,38.299670999999996,311,住宅区,0,0,小区
146,B2094656D365A7FD4498,敬业公寓,,114.139309999999995,38.370170000000002,311,住宅区,81,19,小区
147,B209475DD768A4FC4792,藏龙镇,平山县南甸镇王坡乡黄金寨旅游区北邻,114.117737000000005,38.392263000000000,311,住宅区,0,0,小区
148,B2094752D56CA6FB469C,盛世名门,行唐县城东桥头南行150米路西,114.564743000000007,38.426160000000003,311,住宅区,0,0,小区
149,B209475DD06CA2FF4098,花园小区,香港路2号,114.569595000000007,38.432043999999998,311,住宅区,0,0,小区
150,B2094656D365A5F5499D,泰和花园,,114.678410000000000,38.356240000000000,311,住宅区,78,24,小区
151,B2094656D365A2FE419E,颐和花园,,114.680920000000000,38.335310000000000,311,住宅区,36,12,小区
152,B2094656D365A7FC4792,建安小区,,114.693960000000004,38.346260000000001,311,住宅区,37,14,小区
153,B2094753DA6EA3F44292,元亨家园,幸福路以北,114.678640000000001,38.357743999999997,311,住宅区,6,1,小区
154,B2094656D364A6FE469A,馨苑小区,,114.397030000000001,37.664960000000001,311,住宅区,399,88,小区
155,B2094656D364AAF5459C,凤城花园,,114.610249999999994,37.597059999999999,311,住宅区,94,32,小区
156,B2094656D364A6F44892,阳光花园,,114.605559999999997,37.614660000000001,311,住宅区,219,75,小区
157,B2094656D364A5FC469F,信合怡园,,114.607730000000004,37.598160000000000,311,住宅区,12,3,小区
158,B2094656D364A6F5429E,供电局生活区,,114.608320000000006,37.607790000000001,311,住宅区,9,3,小区
159,B2094750D569AAFE409F,碧水明珠,其他区域石家庄市元氏县蟠龙湖南岸,114.514408000000003,37.750048000000000,311,住宅区,0,0,小区
160,B2094750D569AAFE419A,泊岸南山,其他区域元氏县潘龙湖南岸,114.513609000000002,37.747929999999997,311,住宅区,0,0,小区
161,B2094656D364A0FB479D,东关小区,,114.521990000000002,37.754790000000000,311,住宅区,15,4,小区
162,B209475DD768A6FD499E,金桥天海湾,元氏县常山路与西环交口西北,114.501743279999999,37.767475939999997,311,住宅区,0,0,小区
163,B2094750D569AAFD449E,享墅,其它区元氏县蟠龙湖南案风景区,114.515546999999998,37.758037000000002,311,住宅区,0,0,小区
164,B2094753DA6EA2FA4693,大湖之翼,蟠龙湖风景区,114.509082000000006,37.744520999999999,311,住宅区,0,0,小区
165,B2094753DA6EA2F54698,心海湾,岗丘路石炼宾馆斜对面,114.516163000000006,37.758501000000003,311,住宅区,2,0,小区
166,B2094753DA6EA1FC419D,蟠龙湖别墅,蟠龙湖景区,114.510626999999999,37.745896000000002,311,住宅区,1,1,小区
167,B2094750D569AAFF419B,天怡庄园,其他区赵县柏林大街北头路东,114.767279000000002,37.749471999999997,311,住宅区,1,1,小区
168,B2094750D564A6FB479E,中央逸家,赵县重点中学西邻,114.771595000000005,37.752868999999997,311,住宅区,1,0,小区
169,B209475DD768A1FC419C,翡翠华庭,常山路与槐阳大街交口北行400米路西(北国商城北行400米路西),114.536504719999996,37.767934560000000,311,住宅区,1,1,小区
170,B2094656D364A7FE4093,小区(槐阳镇人民政府北),,114.536320000000003,37.771520000000002,311,住宅区,14,3,小区
171,B2094656D364A7FE449F,怡景嘉园,,114.520989999999998,37.766489999999997,311,住宅区,82,36,小区
172,B2094656D364A7FE4492,银苑小区,,114.519760000000005,37.766480000000001,311,住宅区,45,12,小区
173,B2094656D364A0FB4892,双龙花园,,114.526740000000004,37.754980000000003,311,住宅区,130,77,小区
174,B2094750D569ABF5469E,岸乡,其它区元氏蟠龙湖南岸紧临工行度假村,114.535874000000007,37.764831000000001,311,住宅区,0,0,小区
175,B2094750D564A0FB4793,元氏盛世华庭,元氏县常山路槐阳大街北行500米路东,114.538821999999996,37.770018999999998,311,住宅区,0,0,小区
176,B2094750D564A7FB4793,元氏天山水榭花都,元氏县常山路县一中对过,114.520111000000000,37.775056999999997,311,住宅区,35,16,小区
177,B2094750D564A6F8459E,雅仕兰庭,元氏常山路与槐阳大街交口北行100米,114.536934000000002,37.768543999999999,311,住宅区,0,0,小区
178,B2094656D364A7FD409A,工商银行生活小区,,114.525630000000007,37.757959999999997,311,住宅区,10,5,小区
179,B2094656D364A7FE469C,六合苑,,114.514759999999995,37.766050000000000,311,住宅区,27,9,小区
180,B2094656D364A7FE489F,扬华小区,,114.524060000000006,37.766039999999997,311,住宅区,1,0,小区
181,B2094753D56DAAFA409B,北苑花园,河北省 石家庄市 元氏县 常山路163号,114.516700000000000,37.765998000000003,311,住宅区,1,0,小区
182,B2094757D56FABFE419E,卓达太阳城,栾城308国道与南三环交汇处路北,114.596965600000004,37.949858399999997,311,住宅区,712,396,小区
183,B2094750D564A2F44893,恒大雅苑,裕华翟营南大街与广源路交叉口(方郄路178号),114.567661000000001,37.979995000000002,311,住宅区,519,291,小区
184,B2094750D56AAAFA4899,东龙府邸,裕华谈固大街南延线与308国道交口西南方,114.561802999999998,37.971677000000000,311,住宅区,9,5,小区
185,B209475DD768A3F44499,卓达太阳城希望之洲,石家庄308国道与京港澳高速交口东侧,114.587745699999999,37.952860160000000,311,住宅区,1,0,小区
186,B209475DD768ABFA419F,卓达太阳城青年之都,石家庄308国道与京港澳高速交口东侧,114.592208880000001,37.953381669999999,311,住宅区,0,0,小区
187,B2094750D56BA7FB469D,万和城,裕翔街与环城水系交口东南角,114.535904000000002,37.958545999999998,311,住宅区,0,0,小区
188,B2094750D56AAAF5469A,新谊家园,卓达太阳城南行200米，308国道东侧,114.598056000000000,37.947819000000003,311,住宅区,0,0,小区
189,B2094753DA6EA2F5419E,卓达太阳城汉府,石栾公路与京珠高速交叉口,114.589205000000007,37.952674999999999,311,住宅区,1,0,小区
190,B2094753DA6EA1FC479E,佳琳花园,翟营大街南头,114.567403999999996,37.979792000000003,311,住宅区,0,0,小区
191,B2094752D56CA4FB439E,泊水湖1号,东二环与南二环交口南行约2000米,114.577445999999995,37.978033000000003,311,住宅区,0,0,小区
192,B2094753D564A5F4429E,千禧花园,河北省 石家庄市 建设街，文昌路,115.225005999999993,37.916598999999998,311,住宅区,29,12,小区
193,B2094750DB6AA2FB4492,芳华小区,河北省辛集市芳华小区,115.235670999999996,37.923983999999997,311,住宅区,39,17,小区
194,B2094751D26FA6FB4992,明珠花园,辛集市明珠花园小区,115.206717999999995,37.929267000000003,311,住宅区,40,19,小区
195,B2094656D365A5F4429E,河北辛集化工集团三生活区,,115.221789999999999,37.907080000000001,311,住宅区,2,0,小区
196,B2094750DA69ABFB449C,千禧花园,,115.222594999999998,37.914870999999998,311,住宅区,2,0,小区
197,B2094750D26EA6F54092,古城花园,河北省 石家庄市 辛集市古城花园,115.219909999999999,37.947045000000003,311,住宅区,22,14,小区
198,B2094656D364A0FC4293,铁马住宅小区,,115.215720000000005,37.922669999999997,311,住宅区,3,1,小区
199,B2094656D364A0FC469E,鹿马公司职工生活区,,115.206689999999995,37.918360000000000,311,住宅区,9,0,小区
200,B2094757D56FA2F5419A,绿洲小区南院,中国河北省辛集市,115.236946889999999,37.918847110000002,311,住宅区,175,57,小区
201,B2094656D364A1F5449F,鑫苑花园,石家庄辛集鑫苑花园,115.209440000000001,37.938630000000003,311,住宅区,173,54,小区
202,B2094757D56FA1F8419F,天山花园(北门),中国河北省辛集市安定大街,115.227069229999998,37.937944880000003,311,住宅区,223,58,小区
203,B2094757D56FAAF9429B,安定小区西区,中国河北省辛集市,115.222939999999994,37.940554470000002,311,住宅区,132,36,小区
204,B2094656D364A1F44993,澳森生活小区,,115.214789999999994,37.949820000000003,311,住宅区,122,50,小区
205,B2094656D364A1F5439D,亨盛小区,,115.213340000000002,37.938519999999997,311,住宅区,37,14,小区
206,B2094757D56FA0FA419C,富贵花园,中国河北省辛集市文昌路,115.224614529999997,37.936727429999998,311,住宅区,12,6,小区
207,B2094753DA6EA2FC4899,橡胶厂宿舍,和平东路与东二环交叉口,115.223740000000006,37.918176000000003,311,住宅区,0,0,小区
208,B2094656D368A5F94892,西山花园别墅,河北省,114.370699999999999,38.041600000000003,311,住宅区,2666,1397,小区
209,B2094656D365ABF8479C,龙泉花园,龙泉花园,114.378439999999998,38.008200000000002,311,住宅区,691,210,小区
